wavelength,k
1e-06,2.35
1.25e-06,2.55
1.5e-06,2.8
1.8e-06,3.2
2e-06,3.6
2.5e-06,4.35
3e-06,5.1
3.5e-06,5.9
4e-06,6.6
4.5e-06,7.2
5e-06,7.9
5.5e-06,8.5
6e-06,9.05
6.5e-06,9.5
7e-06,10.0
7.5e-06,10.6
8e-06,11.0
