wavelength,k
2.066e-07,2.409
2.101e-07,2.473
2.138e-07,2.56
2.175e-07,2.667
2.214e-07,2.792
2.254e-07,2.935
2.296e-07,3.104
2.339e-07,3.293
2.384e-07,3.475
2.431e-07,3.635
2.48e-07,3.763
2.53e-07,3.815
2.583e-07,3.765
2.638e-07,3.582
2.695e-07,3.128
2.755e-07,2.639
2.818e-07,2.389
2.883e-07,2.256
2.952e-07,2.183
3.024e-07,2.144
3.1e-07,2.119
3.179e-07,2.092
3.263e-07,2.013
3.351e-07,1.82
3.444e-07,1.561
3.542e-07,1.199
3.647e-07,0.89
3.757e-07,0.685
3.875e-07,0.541
3.999e-07,0.437
4.133e-07,0.353
4.275e-07,0.276
4.428e-07,0.205
4.592e-07,0.161
4.769e-07,0.104
4.959e-07,0.013
5.166e-07,0.004
5.391e-07,0.003
5.636e-07,5.75982404133e-20
5.904e-07,-2.37169225231e-20
6.199e-07,4.23516473627e-21
6.525e-07,1.05879118407e-22
6.888e-07,-4.76456032831e-22
7.293e-07,-1.05879118407e-22
7.749e-07,2.11758236814e-22
8.266e-07,0.0
