wavelength,VS5
3.6e-07,0.0643
3.65e-07,0.0643
3.7e-07,0.0643
3.75e-07,0.0643
3.8e-07,0.0643
3.85e-07,0.0661
3.9e-07,0.0702
3.95e-07,0.0672
4e-07,0.0715
4.05e-07,0.0705
4.1e-07,0.0727
4.15e-07,0.0731
4.2e-07,0.0745
4.25e-07,0.077
4.3e-07,0.0756
4.35e-07,0.0773
4.4e-07,0.0786
4.45e-07,0.0818
4.5e-07,0.0861
4.55e-07,0.0907
4.6e-07,0.0981
4.65e-07,0.1067
4.7e-07,0.1152
4.75e-07,0.1294
4.8e-07,0.141
4.85e-07,0.1531
4.9e-07,0.1694
4.95e-07,0.1919
5e-07,0.2178
5.05e-07,0.256
5.1e-07,0.311
5.15e-07,0.3789
5.2e-07,0.4515
5.25e-07,0.5285
5.3e-07,0.5845
5.35e-07,0.6261
5.4e-07,0.6458
5.45e-07,0.6547
5.5e-07,0.6545
5.55e-07,0.6473
5.6e-07,0.6351
5.65e-07,0.6252
5.7e-07,0.6064
5.75e-07,0.5924
5.8e-07,0.5756
5.85e-07,0.5549
5.9e-07,0.5303
5.95e-07,0.5002
6e-07,0.4793
6.05e-07,0.4517
6.1e-07,0.434
6.15e-07,0.4169
6.2e-07,0.406
6.25e-07,0.3989
6.3e-07,0.3945
6.35e-07,0.3887
6.4e-07,0.3805
6.45e-07,0.3741
6.5e-07,0.37
6.55e-07,0.363
6.6e-07,0.364
6.65e-07,0.359
6.7e-07,0.3648
6.75e-07,0.3696
6.8e-07,0.3734
6.85e-07,0.3818
6.9e-07,0.3884
6.95e-07,0.3947
7e-07,0.4011
7.05e-07,0.404
7.1e-07,0.4072
7.15e-07,0.4065
7.2e-07,0.4006
7.25e-07,0.3983
7.3e-07,0.3981
7.35e-07,0.399
7.4e-07,0.4096
7.45e-07,0.4187
7.5e-07,0.4264
7.55e-07,0.437
7.6e-07,0.4424
7.65e-07,0.4512
7.7e-07,0.4579
7.75e-07,0.4596
7.8e-07,0.4756
7.85e-07,0.488
7.9e-07,0.5066
7.95e-07,0.5214
8e-07,0.545
8.05e-07,0.545
8.1e-07,0.545
8.15e-07,0.545
8.2e-07,0.545
8.25e-07,0.545
8.3e-07,0.545
