wavelength,k
4.5e-07,3.09
5e-07,3.37
5.5e-07,3.42
6e-07,3.6
6.5e-07,3.68
7e-07,3.93
7.4e-07,3.98
8e-07,4.06
8.5e-07,4.07
9e-07,4.18
1e-06,4.34
1.2e-06,4.67
1.5e-06,5.06
1.7e-06,5.5
2e-06,6.01
2.25e-06,6.61
2.5e-06,6.9
2.75e-06,7.9
3e-06,8.4
3.5e-06,9.6
4e-06,10.4
4.5e-06,11.4
5e-06,12.2
5.5e-06,12.8
6e-06,13.2
6.5e-06,14.0
7e-06,14.1
7.5e-06,14.8
8e-06,15.3
9e-06,16.6
1e-05,16.8
