wavelength,cyan
3.8000000000000001e-07,0.092999999999999999
3.8500000000000002e-07,0.11
3.9000000000000002e-07,0.13400000000000001
3.9500000000000003e-07,0.16400000000000001
4.0000000000000003e-07,0.19499999999999998
4.0500000000000004e-07,0.21999999999999997
4.1000000000000004e-07,0.23799999999999996
4.1500000000000005e-07,0.249
4.2e-07,0.25800000000000001
4.2500000000000001e-07,0.27000000000000002
4.3000000000000001e-07,0.28100000000000003
4.3500000000000002e-07,0.29599999999999999
4.4000000000000002e-07,0.31499999999999995
4.4500000000000003e-07,0.33400000000000002
4.5000000000000003e-07,0.35199999999999998
4.5500000000000004e-07,0.37
4.6000000000000004e-07,0.39100000000000001
4.6500000000000005e-07,0.41400000000000003
4.7000000000000005e-07,0.43399999999999994
4.75e-07,0.44900000000000007
4.8000000000000006e-07,0.45799999999999996
4.8500000000000002e-07,0.46100000000000002
4.9000000000000007e-07,0.45699999999999996
4.9500000000000003e-07,0.44700000000000006
5.0000000000000008e-07,0.43299999999999994
5.0500000000000004e-07,0.41399999999999992
5.0999999999999999e-07,0.39200000000000002
5.1500000000000005e-07,0.36600000000000005
5.2e-07,0.33900000000000002
5.2500000000000006e-07,0.31
5.3000000000000001e-07,0.28199999999999997
5.3500000000000007e-07,0.255
5.4000000000000002e-07,0.22800000000000001
5.4500000000000008e-07,0.20399999999999996
5.5000000000000003e-07,0.17999999999999999
5.5500000000000009e-07,0.159
5.6000000000000004e-07,0.14099999999999999
5.6499999999999999e-07,0.126
5.7000000000000005e-07,0.11400000000000002
5.75e-07,0.10400000000000001
5.8000000000000006e-07,0.097000000000000017
5.8500000000000001e-07,0.092000000000000012
5.9000000000000007e-07,0.087999999999999981
5.9500000000000002e-07,0.083000000000000004
6.0000000000000008e-07,0.079999999999999988
6.0500000000000003e-07,0.076999999999999999
6.1000000000000009e-07,0.074999999999999997
6.1500000000000004e-07,0.073999999999999982
6.1999999999999999e-07,0.073000000000000009
6.2500000000000005e-07,0.072999999999999995
6.3e-07,0.072999999999999995
6.3500000000000006e-07,0.072999999999999995
6.4000000000000001e-07,0.072999999999999995
6.4500000000000007e-07,0.072999999999999995
6.5000000000000002e-07,0.073999999999999996
6.5500000000000008e-07,0.074999999999999983
6.6000000000000003e-07,0.075999999999999998
6.6500000000000009e-07,0.075999999999999984
6.7000000000000004e-07,0.076999999999999999
6.75e-07,0.075999999999999998
6.8000000000000005e-07,0.074999999999999997
6.8500000000000001e-07,0.073999999999999982
6.9000000000000006e-07,0.073999999999999996
6.9500000000000002e-07,0.073000000000000009
7.0000000000000007e-07,0.071999999999999995
7.0500000000000003e-07,0.072000000000000008
7.1000000000000008e-07,0.070999999999999994
7.1500000000000004e-07,0.073000000000000009
7.2000000000000009e-07,0.074999999999999997
7.2500000000000005e-07,0.078
7.3e-07,0.082000000000000017
7.3500000000000006e-07,0.090000000000000011
7.4000000000000001e-07,0.10000000000000001
7.4500000000000007e-07,0.11599999999999999
7.5000000000000002e-07,0.13300000000000001
7.5500000000000008e-07,0.154
7.6000000000000003e-07,0.17600000000000002
7.6500000000000009e-07,0.191
7.7000000000000004e-07,0.20000000000000001
7.750000000000001e-07,0.20799999999999999
7.8000000000000005e-07,0.214
