wavelength,blue
3.8000000000000001e-07,0.069000000000000006
3.8500000000000002e-07,0.080999999999999989
3.9000000000000002e-07,0.096000000000000002
3.9500000000000003e-07,0.11399999999999999
4.0000000000000003e-07,0.13600000000000001
4.0500000000000004e-07,0.156
4.1000000000000004e-07,0.17499999999999999
4.1500000000000005e-07,0.193
4.2e-07,0.20800000000000002
4.2500000000000001e-07,0.224
4.3000000000000001e-07,0.24399999999999999
4.3500000000000002e-07,0.26500000000000007
4.4000000000000002e-07,0.28999999999999998
4.4500000000000003e-07,0.316
4.5000000000000003e-07,0.33500000000000002
4.5500000000000004e-07,0.34200000000000003
4.6000000000000004e-07,0.33800000000000002
4.6500000000000005e-07,0.32400000000000001
4.7000000000000005e-07,0.30199999999999999
4.75e-07,0.27300000000000002
4.8000000000000006e-07,0.23899999999999996
4.8500000000000002e-07,0.20500000000000002
4.9000000000000007e-07,0.17199999999999999
4.9500000000000003e-07,0.14399999999999999
5.0000000000000008e-07,0.12
5.0500000000000004e-07,0.10100000000000001
5.0999999999999999e-07,0.085999999999999993
5.1500000000000005e-07,0.073999999999999996
5.2e-07,0.066000000000000003
5.2500000000000006e-07,0.058999999999999997
5.3000000000000001e-07,0.053999999999999999
5.3500000000000007e-07,0.050999999999999997
5.4000000000000002e-07,0.048000000000000001
5.4500000000000008e-07,0.045999999999999999
5.5000000000000003e-07,0.044999999999999998
5.5500000000000009e-07,0.043999999999999991
5.6000000000000004e-07,0.04299999999999999
5.6499999999999999e-07,0.042000000000000003
5.7000000000000005e-07,0.041000000000000002
5.75e-07,0.040999999999999995
5.8000000000000006e-07,0.039999999999999994
5.8500000000000001e-07,0.039999999999999994
5.9000000000000007e-07,0.039999999999999994
5.9500000000000002e-07,0.039999999999999994
6.0000000000000008e-07,0.038999999999999993
6.0500000000000003e-07,0.039000000000000007
6.1000000000000009e-07,0.040000000000000001
6.1500000000000004e-07,0.040000000000000001
6.1999999999999999e-07,0.040000000000000008
6.2500000000000005e-07,0.040000000000000008
6.3e-07,0.041000000000000002
6.3500000000000006e-07,0.041000000000000002
6.4000000000000001e-07,0.042000000000000003
6.4500000000000007e-07,0.042000000000000003
6.5000000000000002e-07,0.041999999999999996
6.5500000000000008e-07,0.042999999999999997
6.6000000000000003e-07,0.042999999999999997
6.6500000000000009e-07,0.042999999999999997
6.7000000000000004e-07,0.043999999999999991
6.75e-07,0.043999999999999997
6.8000000000000005e-07,0.043999999999999997
6.8500000000000001e-07,0.043999999999999991
6.9000000000000006e-07,0.044999999999999998
6.9500000000000002e-07,0.045999999999999999
7.0000000000000007e-07,0.047999999999999994
7.0500000000000003e-07,0.050000000000000003
7.1000000000000008e-07,0.05099999999999999
7.1500000000000004e-07,0.053000000000000005
7.2000000000000009e-07,0.055999999999999994
7.2500000000000005e-07,0.059999999999999998
7.3e-07,0.064000000000000001
7.3500000000000006e-07,0.070000000000000021
7.4000000000000001e-07,0.079000000000000015
7.4500000000000007e-07,0.090999999999999998
7.5000000000000002e-07,0.10400000000000001
7.5500000000000008e-07,0.12
7.6000000000000003e-07,0.13800000000000004
7.6500000000000009e-07,0.15400000000000003
7.7000000000000004e-07,0.16800000000000001
7.750000000000001e-07,0.186
7.8000000000000005e-07,0.20399999999999999
