wavelength,foliage
3.8000000000000001e-07,0.048000000000000001
3.8500000000000002e-07,0.049000000000000002
3.9000000000000002e-07,0.048999999999999995
3.9500000000000003e-07,0.049000000000000002
4.0000000000000003e-07,0.050000000000000003
4.0500000000000004e-07,0.049000000000000002
4.1000000000000004e-07,0.049000000000000002
4.1500000000000005e-07,0.050000000000000003
4.2e-07,0.050000000000000003
4.2500000000000001e-07,0.050999999999999997
4.3000000000000001e-07,0.051999999999999998
4.3500000000000002e-07,0.052999999999999992
4.4000000000000002e-07,0.053999999999999999
4.4500000000000003e-07,0.055999999999999994
4.5000000000000003e-07,0.057999999999999996
4.5500000000000004e-07,0.059999999999999998
4.6000000000000004e-07,0.060999999999999999
4.6500000000000005e-07,0.062999999999999987
4.7000000000000005e-07,0.064000000000000001
4.75e-07,0.065000000000000002
4.8000000000000006e-07,0.06699999999999999
4.8500000000000002e-07,0.068000000000000005
4.9000000000000007e-07,0.070000000000000007
4.9500000000000003e-07,0.072000000000000008
5.0000000000000008e-07,0.077999999999999986
5.0500000000000004e-07,0.087999999999999995
5.0999999999999999e-07,0.106
5.1500000000000005e-07,0.13
5.2e-07,0.155
5.2500000000000006e-07,0.17299999999999999
5.3000000000000001e-07,0.18100000000000002
5.3500000000000007e-07,0.18200000000000002
5.4000000000000002e-07,0.17699999999999999
5.4500000000000008e-07,0.16799999999999998
5.5000000000000003e-07,0.157
5.5500000000000009e-07,0.14699999999999996
5.6000000000000004e-07,0.13700000000000001
5.6499999999999999e-07,0.129
5.7000000000000005e-07,0.126
5.75e-07,0.125
5.8000000000000006e-07,0.122
5.8500000000000001e-07,0.11899999999999999
5.9000000000000007e-07,0.115
5.9500000000000002e-07,0.10900000000000001
6.0000000000000008e-07,0.10399999999999998
6.0500000000000003e-07,0.10000000000000001
6.1000000000000009e-07,0.098000000000000004
6.1500000000000004e-07,0.097000000000000003
6.1999999999999999e-07,0.098000000000000018
6.2500000000000005e-07,0.10000000000000002
6.3e-07,0.10000000000000001
6.3500000000000006e-07,0.099000000000000005
6.4000000000000001e-07,0.097000000000000003
6.4500000000000007e-07,0.096000000000000002
6.5000000000000002e-07,0.095000000000000001
6.5500000000000008e-07,0.094999999999999987
6.6000000000000003e-07,0.095000000000000001
6.6500000000000009e-07,0.097000000000000003
6.7000000000000004e-07,0.10100000000000001
6.75e-07,0.11000000000000001
6.8000000000000005e-07,0.125
6.8500000000000001e-07,0.14699999999999999
6.9000000000000006e-07,0.17399999999999999
6.9500000000000002e-07,0.21000000000000002
7.0000000000000007e-07,0.247
7.0500000000000003e-07,0.28299999999999997
7.1000000000000008e-07,0.311
7.1500000000000004e-07,0.32900000000000001
7.2000000000000009e-07,0.34300000000000003
7.2500000000000005e-07,0.35299999999999992
7.3e-07,0.35799999999999993
7.3500000000000006e-07,0.36199999999999999
7.4000000000000001e-07,0.36399999999999999
7.4500000000000007e-07,0.35999999999999999
7.5000000000000002e-07,0.36199999999999999
7.5500000000000008e-07,0.36399999999999999
7.6000000000000003e-07,0.36800000000000005
7.6500000000000009e-07,0.36799999999999999
7.7000000000000004e-07,0.35499999999999998
7.750000000000001e-07,0.34599999999999997
7.8000000000000005e-07,0.34100000000000003
