wavelength,red
3.8000000000000001e-07,0.051999999999999998
3.8500000000000002e-07,0.051999999999999998
3.9000000000000002e-07,0.051999999999999998
3.9500000000000003e-07,0.052000000000000005
4.0000000000000003e-07,0.051000000000000004
4.0500000000000004e-07,0.050999999999999997
4.1000000000000004e-07,0.050000000000000003
4.1500000000000005e-07,0.05000000000000001
4.2e-07,0.049000000000000002
4.2500000000000001e-07,0.049000000000000002
4.3000000000000001e-07,0.049000000000000002
4.3500000000000002e-07,0.049000000000000009
4.4000000000000002e-07,0.049000000000000009
4.4500000000000003e-07,0.049000000000000002
4.5000000000000003e-07,0.048999999999999988
4.5500000000000004e-07,0.048000000000000001
4.6000000000000004e-07,0.048000000000000001
4.6500000000000005e-07,0.046999999999999993
4.7000000000000005e-07,0.047
4.75e-07,0.045999999999999992
4.8000000000000006e-07,0.044999999999999998
4.8500000000000002e-07,0.045000000000000005
4.9000000000000007e-07,0.043999999999999997
4.9500000000000003e-07,0.044000000000000004
5.0000000000000008e-07,0.043999999999999991
5.0500000000000004e-07,0.043999999999999991
5.0999999999999999e-07,0.043999999999999997
5.1500000000000005e-07,0.043999999999999997
5.2e-07,0.043999999999999997
5.2500000000000006e-07,0.043999999999999997
5.3000000000000001e-07,0.043999999999999997
5.3500000000000007e-07,0.043999999999999997
5.4000000000000002e-07,0.044999999999999998
5.4500000000000008e-07,0.045999999999999999
5.5000000000000003e-07,0.047
5.5500000000000009e-07,0.048000000000000001
5.6000000000000004e-07,0.050000000000000003
5.6499999999999999e-07,0.053000000000000005
5.7000000000000005e-07,0.057000000000000009
5.75e-07,0.063000000000000014
5.8000000000000006e-07,0.071999999999999995
5.8500000000000001e-07,0.085999999999999993
5.9000000000000007e-07,0.109
5.9500000000000002e-07,0.14299999999999999
6.0000000000000008e-07,0.192
6.0500000000000003e-07,0.25600000000000001
6.1000000000000009e-07,0.33200000000000002
6.1500000000000004e-07,0.41299999999999992
6.1999999999999999e-07,0.48599999999999999
6.2500000000000005e-07,0.55000000000000004
6.3e-07,0.59799999999999986
6.3500000000000006e-07,0.63100000000000001
6.4000000000000001e-07,0.65400000000000003
6.4500000000000007e-07,0.67200000000000015
6.5000000000000002e-07,0.68600000000000005
6.5500000000000008e-07,0.69399999999999995
6.6000000000000003e-07,0.69999999999999996
6.6500000000000009e-07,0.70400000000000007
6.7000000000000004e-07,0.70699999999999985
6.75e-07,0.71199999999999997
6.8000000000000005e-07,0.71799999999999997
6.8500000000000001e-07,0.72099999999999997
6.9000000000000006e-07,0.72399999999999998
6.9500000000000002e-07,0.72699999999999998
7.0000000000000007e-07,0.72899999999999987
7.0500000000000003e-07,0.72999999999999998
7.1000000000000008e-07,0.72999999999999987
7.1500000000000004e-07,0.72900000000000009
7.2000000000000009e-07,0.72699999999999998
7.2500000000000005e-07,0.72799999999999998
7.3e-07,0.72899999999999998
7.3500000000000006e-07,0.72899999999999998
7.4000000000000001e-07,0.72699999999999998
7.4500000000000007e-07,0.72299999999999998
7.5000000000000002e-07,0.72100000000000009
7.5500000000000008e-07,0.72399999999999987
7.6000000000000003e-07,0.72800000000000009
7.6500000000000009e-07,0.72699999999999998
7.7000000000000004e-07,0.70199999999999996
7.750000000000001e-07,0.67999999999999994
7.8000000000000005e-07,0.66400000000000003
