wavelength,purplish blue
3.8000000000000001e-07,0.099000000000000005
3.8500000000000002e-07,0.12
3.9000000000000002e-07,0.15000000000000002
3.9500000000000003e-07,0.18899999999999997
4.0000000000000003e-07,0.23100000000000001
4.0500000000000004e-07,0.26800000000000002
4.1000000000000004e-07,0.29299999999999998
4.1500000000000005e-07,0.311
4.2e-07,0.32400000000000001
4.2500000000000001e-07,0.33499999999999996
4.3000000000000001e-07,0.34800000000000003
4.3500000000000002e-07,0.36100000000000004
4.4000000000000002e-07,0.373
4.4500000000000003e-07,0.38300000000000001
4.5000000000000003e-07,0.3869999999999999
4.5500000000000004e-07,0.38300000000000006
4.6000000000000004e-07,0.37400000000000005
4.6500000000000005e-07,0.36099999999999993
4.7000000000000005e-07,0.34499999999999992
4.75e-07,0.32499999999999996
4.8000000000000006e-07,0.30099999999999999
4.8500000000000002e-07,0.27500000000000008
4.9000000000000007e-07,0.247
4.9500000000000003e-07,0.22300000000000003
5.0000000000000008e-07,0.20200000000000001
5.0500000000000004e-07,0.184
5.0999999999999999e-07,0.16700000000000001
5.1500000000000005e-07,0.152
5.2e-07,0.13700000000000001
5.2500000000000006e-07,0.12500000000000003
5.3000000000000001e-07,0.11600000000000001
5.3500000000000007e-07,0.10999999999999999
5.4000000000000002e-07,0.10600000000000001
5.4500000000000008e-07,0.10299999999999999
5.5000000000000003e-07,0.099000000000000005
5.5500000000000009e-07,0.094
5.6000000000000004e-07,0.089999999999999997
5.6499999999999999e-07,0.085999999999999993
5.7000000000000005e-07,0.083000000000000004
5.75e-07,0.083000000000000018
5.8000000000000006e-07,0.08299999999999999
5.8500000000000001e-07,0.085000000000000006
5.9000000000000007e-07,0.085999999999999993
5.9500000000000002e-07,0.087000000000000008
6.0000000000000008e-07,0.086999999999999994
6.0500000000000003e-07,0.086000000000000007
6.1000000000000009e-07,0.085000000000000006
6.1500000000000004e-07,0.084000000000000005
6.1999999999999999e-07,0.084000000000000005
6.2500000000000005e-07,0.08500000000000002
6.3e-07,0.087999999999999995
6.3500000000000006e-07,0.091999999999999998
6.4000000000000001e-07,0.098000000000000004
6.4500000000000007e-07,0.10499999999999998
6.5000000000000002e-07,0.111
6.5500000000000008e-07,0.11799999999999999
6.6000000000000003e-07,0.123
6.6500000000000009e-07,0.12599999999999997
6.7000000000000004e-07,0.126
6.75e-07,0.124
6.8000000000000005e-07,0.12
6.8500000000000001e-07,0.11700000000000001
6.9000000000000006e-07,0.11499999999999999
6.9500000000000002e-07,0.115
7.0000000000000007e-07,0.11600000000000001
7.0500000000000003e-07,0.11799999999999999
7.1000000000000008e-07,0.11999999999999998
7.1500000000000004e-07,0.124
7.2000000000000009e-07,0.128
7.2500000000000005e-07,0.13300000000000001
7.3e-07,0.13900000000000001
7.3500000000000006e-07,0.14899999999999999
7.4000000000000001e-07,0.16200000000000003
7.4500000000000007e-07,0.17799999999999999
7.5000000000000002e-07,0.19700000000000001
7.5500000000000008e-07,0.21899999999999997
7.6000000000000003e-07,0.24200000000000002
7.6500000000000009e-07,0.25900000000000001
7.7000000000000004e-07,0.27500000000000002
7.750000000000001e-07,0.29399999999999998
7.8000000000000005e-07,0.316
