wavelength,orange yellow
3.8000000000000001e-07,0.059999999999999998
3.8500000000000002e-07,0.060999999999999999
3.9000000000000002e-07,0.063
3.9500000000000003e-07,0.064000000000000001
4.0000000000000003e-07,0.065000000000000002
4.0500000000000004e-07,0.065000000000000002
4.1000000000000004e-07,0.064000000000000001
4.1500000000000005e-07,0.064000000000000001
4.2e-07,0.064000000000000001
4.2500000000000001e-07,0.064000000000000001
4.3000000000000001e-07,0.064000000000000001
4.3500000000000002e-07,0.065000000000000016
4.4000000000000002e-07,0.065000000000000016
4.4500000000000003e-07,0.066000000000000003
4.5000000000000003e-07,0.067000000000000004
4.5500000000000004e-07,0.068000000000000019
4.6000000000000004e-07,0.06900000000000002
4.6500000000000005e-07,0.072999999999999995
4.7000000000000005e-07,0.076999999999999985
4.75e-07,0.084000000000000005
4.8000000000000006e-07,0.091999999999999998
4.8500000000000002e-07,0.10000000000000001
4.9000000000000007e-07,0.107
4.9500000000000003e-07,0.115
5.0000000000000008e-07,0.12299999999999998
5.0500000000000004e-07,0.13300000000000001
5.0999999999999999e-07,0.14599999999999999
5.1500000000000005e-07,0.16600000000000001
5.2e-07,0.193
5.2500000000000006e-07,0.22899999999999998
5.3000000000000001e-07,0.27300000000000002
5.3500000000000007e-07,0.32300000000000001
5.4000000000000002e-07,0.374
5.4500000000000008e-07,0.41799999999999993
5.5000000000000003e-07,0.45600000000000002
5.5500000000000009e-07,0.48699999999999999
5.6000000000000004e-07,0.51200000000000001
5.6499999999999999e-07,0.53400000000000014
5.7000000000000005e-07,0.55400000000000005
5.75e-07,0.56999999999999995
5.8000000000000006e-07,0.58399999999999996
5.8500000000000001e-07,0.59800000000000009
5.9000000000000007e-07,0.60899999999999999
5.9500000000000002e-07,0.6170000000000001
6.0000000000000008e-07,0.62399999999999989
6.0500000000000003e-07,0.63
6.1000000000000009e-07,0.63500000000000001
6.1500000000000004e-07,0.6399999999999999
6.1999999999999999e-07,0.64500000000000002
6.2500000000000005e-07,0.65000000000000002
6.3e-07,0.65400000000000003
6.3500000000000006e-07,0.65800000000000003
6.4000000000000001e-07,0.66200000000000003
6.4500000000000007e-07,0.66699999999999993
6.5000000000000002e-07,0.67200000000000004
6.5500000000000008e-07,0.67500000000000004
6.6000000000000003e-07,0.67600000000000016
6.6500000000000009e-07,0.67700000000000005
6.7000000000000004e-07,0.67799999999999994
6.75e-07,0.68100000000000016
6.8000000000000005e-07,0.68500000000000005
6.8500000000000001e-07,0.68799999999999994
6.9000000000000006e-07,0.68999999999999995
6.9500000000000002e-07,0.69299999999999995
7.0000000000000007e-07,0.69599999999999995
7.0500000000000003e-07,0.69799999999999995
7.1000000000000008e-07,0.69799999999999995
7.1500000000000004e-07,0.69800000000000018
7.2000000000000009e-07,0.69799999999999995
7.2500000000000005e-07,0.69999999999999996
7.3e-07,0.70099999999999996
7.3500000000000006e-07,0.70100000000000007
7.4000000000000001e-07,0.70100000000000007
7.4500000000000007e-07,0.69499999999999995
7.5000000000000002e-07,0.69399999999999995
7.5500000000000008e-07,0.69599999999999995
7.6000000000000003e-07,0.70000000000000007
7.6500000000000009e-07,0.69799999999999995
7.7000000000000004e-07,0.67300000000000004
7.750000000000001e-07,0.65300000000000002
7.8000000000000005e-07,0.63900000000000001
