wavelength,k
4.5e-16,3.18
4.6e-16,3.2
4.7e-16,3.23
4.8e-16,3.25
4.9e-16,3.28
5e-16,3.3
5.1e-16,3.31
5.2e-16,3.34
5.3e-16,3.36
5.4e-16,3.37
5.5e-16,3.4
5.6e-16,3.41
5.7e-16,3.43
5.8e-16,3.43
5.9e-16,3.44
6e-16,3.45
6.1e-16,3.46
6.2e-16,3.47
6.3e-16,3.48
6.4e-16,3.49
6.5e-16,3.51
6.6e-16,3.51
6.8e-16,3.53
7e-16,3.57
7.2e-16,3.64
7.4e-16,3.73
7.5e-16,3.78
7.6e-16,3.84
7.8e-16,3.96
8e-16,4.09
8.2e-16,4.18
8.5e-16,4.35
8.8e-16,4.56
9e-16,4.68
9.2e-16,4.8
9.5e-16,4.99
9.8e-16,5.16
1e-15,5.32
1.05e-15,5.62
1.1e-15,5.98
1.15e-15,6.31
1.2e-15,6.59
1.25e-15,6.93
1.3e-15,7.23
1.35e-15,7.48
1.4e-15,7.74
1.45e-15,8.01
1.5e-15,8.3
1.55e-15,8.58
1.6e-15,8.9
1.7e-15,9.47
1.8e-15,10.1
1.9e-15,10.7
2e-15,11.2
2.1e-15,11.7
2.2e-15,12.2
2.3e-15,12.8
2.4e-15,13.2
2.5e-15,13.9
2.55e-15,14.1
2.6e-15,14.4
3e-15,16.4
3.5e-15,18.6
4e-15,20.8
5e-15,24.8
6e-15,28.1
7e-15,30.9
8e-15,33.6
9e-15,35.8
1e-14,37.4
1.1e-14,39.2
1.2e-14,40.5
