wavelength,k
2.066e-07,2.44
2.101e-07,2.507
2.138e-07,2.574
2.175e-07,2.675
2.214e-07,2.783
2.254e-07,2.908
2.296e-07,3.047
2.339e-07,3.201
2.384e-07,3.384
2.431e-07,3.598
2.48e-07,3.822
2.53e-07,3.937
2.583e-07,3.909
2.638e-07,3.646
2.695e-07,3.157
2.755e-07,2.691
2.818e-07,2.363
2.883e-07,2.161
2.952e-07,2.04
3.024e-07,1.971
3.1e-07,1.936
3.179e-07,1.924
3.263e-07,1.931
3.351e-07,1.958
3.444e-07,2.005
3.542e-07,2.071
3.647e-07,2.042
3.757e-07,1.87
3.875e-07,1.64
3.999e-07,1.119
4.133e-07,0.786
4.275e-07,0.596
4.428e-07,0.472
4.592e-07,0.385
4.769e-07,0.319
4.959e-07,0.268
5.166e-07,0.219
5.391e-07,0.178
5.636e-07,0.134
5.904e-07,0.1
6.199e-07,0.059
6.525e-07,0.003
6.888e-07,3.7947076037e-19
7.293e-07,1.08420217249e-19
7.749e-07,0.0
8.266e-07,0.0
