wavelength,k
2.066e-07,2.472
2.101e-07,2.557
2.138e-07,2.625
2.175e-07,2.71
2.214e-07,2.815
2.254e-07,2.936
2.296e-07,3.079
2.339e-07,3.255
2.384e-07,3.484
2.431e-07,3.795
2.48e-07,4.084
2.53e-07,4.047
2.583e-07,3.77
2.638e-07,3.452
2.695e-07,3.169
2.755e-07,2.919
2.818e-07,2.563
2.883e-07,2.26
2.952e-07,2.069
3.024e-07,1.969
3.1e-07,1.92
3.179e-07,1.904
3.263e-07,1.909
3.351e-07,1.931
3.444e-07,1.965
3.542e-07,2.013
3.647e-07,2.076
3.757e-07,2.162
3.875e-07,2.288
3.999e-07,2.146
4.133e-07,1.948
4.275e-07,1.721
4.428e-07,0.991
4.592e-07,0.696
4.769e-07,0.539
4.959e-07,0.441
5.166e-07,0.371
5.391e-07,0.32
5.636e-07,0.276
5.904e-07,0.24
6.199e-07,0.211
6.525e-07,0.179
6.888e-07,0.157
7.293e-07,0.123
7.749e-07,0.093
8.266e-07,0.059
