wavelength,n
1.879e-07,1.07
1.916e-07,1.1
1.953e-07,1.12
1.993e-07,1.14
2.033e-07,1.15
2.073e-07,1.18
2.119e-07,1.2
2.164e-07,1.22
2.214e-07,1.25
2.262e-07,1.26
2.313e-07,1.28
2.371e-07,1.28
2.426e-07,1.3
2.49e-07,1.31
2.551e-07,1.33
2.616e-07,1.35
2.689e-07,1.38
2.761e-07,1.41
2.844e-07,1.41
2.924e-07,1.39
3.009e-07,1.34
3.107e-07,1.13
3.204e-07,0.81
3.315e-07,0.17
3.425e-07,0.14
3.542e-07,0.1
3.679e-07,0.07
3.815e-07,0.05
3.974e-07,0.05
4.133e-07,0.05
4.305e-07,0.04
4.509e-07,0.04
4.714e-07,0.05
4.959e-07,0.05
5.209e-07,0.05
5.486e-07,0.06
5.821e-07,0.05
6.168e-07,0.06
6.595e-07,0.05
7.045e-07,0.04
7.56e-07,0.03
8.211e-07,0.04
8.92e-07,0.04
9.84e-07,0.04
1.088e-06,0.04
1.216e-06,0.09
1.393e-06,0.13
1.61e-06,0.15
1.937e-06,0.24
