wavelength,k
4.5e-07,3.18
4.6e-07,3.2
4.7e-07,3.23
4.8e-07,3.25
4.9e-07,3.28
5e-07,3.3
5.1e-07,3.31
5.2e-07,3.34
5.3e-07,3.36
5.4e-07,3.37
5.5e-07,3.4
5.6e-07,3.41
5.7e-07,3.43
5.8e-07,3.43
5.9e-07,3.44
6e-07,3.45
6.1e-07,3.46
6.2e-07,3.47
6.3e-07,3.48
6.4e-07,3.49
6.5e-07,3.51
6.6e-07,3.51
6.8e-07,3.53
7e-07,3.57
7.2e-07,3.64
7.4e-07,3.73
7.5e-07,3.78
7.6e-07,3.84
7.8e-07,3.96
8e-07,4.09
8.2e-07,4.18
8.5e-07,4.35
8.8e-07,4.56
9e-07,4.68
9.2e-07,4.8
9.5e-07,4.99
9.8e-07,5.16
1e-06,5.32
1.05e-06,5.62
1.1e-06,5.98
1.15e-06,6.31
1.2e-06,6.59
1.25e-06,6.93
1.3e-06,7.23
1.35e-06,7.48
1.4e-06,7.74
1.45e-06,8.01
1.5e-06,8.3
1.55e-06,8.58
1.6e-06,8.9
1.7e-06,9.47
1.8e-06,10.1
1.9e-06,10.7
2e-06,11.2
2.1e-06,11.7
2.2e-06,12.2
2.3e-06,12.8
2.4e-06,13.2
2.5e-06,13.9
2.55e-06,14.1
2.6e-06,14.4
3e-06,16.4
3.5e-06,18.6
4e-06,20.8
5e-06,24.8
6e-06,28.1
7e-06,30.9
8e-06,33.6
9e-06,35.8
1e-05,37.4
1.1e-05,39.2
1.2e-05,40.5
