wavelength,red
3.8000000000000001e-07,0.00156384299336578
3.8500000000000002e-07,0.0018969177138482504
3.9000000000000002e-07,1.3552527156068805e-20
3.9500000000000003e-07,-3.0493186101154812e-20
4.0000000000000003e-07,1.3552527156068805e-20
4.0500000000000004e-07,0.00071776703300973298
4.1000000000000004e-07,0.0029239746656332995
4.1500000000000005e-07,0.0129362680171374
4.2e-07,0.049597864815665194
4.2500000000000001e-07,0.076072504359704002
4.3000000000000001e-07,0.076588927082743993
4.3500000000000002e-07,0.068333819560360096
4.4000000000000002e-07,0.061318161896465599
4.4500000000000003e-07,0.054733144577897602
4.5000000000000003e-07,0.048862047437023194
4.5500000000000004e-07,0.042845919742573998
4.6000000000000004e-07,0.040228453326914999
4.6500000000000005e-07,0.04340795992263239
4.7000000000000005e-07,0.047620214311774302
4.75e-07,0.050771884805593893
4.8000000000000006e-07,0.052803295972254999
4.8500000000000002e-07,0.052571220254950903
4.9000000000000007e-07,0.047894639028459501
4.9500000000000003e-07,0.048239941704838592
5.0000000000000008e-07,0.050229240897180283
5.0500000000000004e-07,0.055076497350014297
5.0999999999999999e-07,0.063702119011786212
5.1500000000000005e-07,0.080389513058959999
5.2e-07,0.10038750399831202
5.2500000000000006e-07,0.118613149023134
5.3000000000000001e-07,0.12360875120338
5.3500000000000007e-07,0.10306249932787701
5.4000000000000002e-07,0.076341083606727214
5.4500000000000008e-07,0.052780863646409
5.5000000000000003e-07,0.041188738310586497
5.5500000000000009e-07,0.039043853519310501
5.6000000000000004e-07,0.042544294400891199
5.6499999999999999e-07,0.060213132410680201
5.7000000000000005e-07,0.11179621705066801
5.75e-07,0.26967059703276203
5.8000000000000006e-07,0.56450337990639099
5.8500000000000001e-07,0.85360126947261405
5.9000000000000007e-07,0.98103242181506189
5.9500000000000002e-07,1.0
6.0000000000000008e-07,0.96307105371258994
6.0500000000000003e-07,0.90552061898043101
6.1000000000000009e-07,0.83427841652645285
6.1500000000000004e-07,0.76798733762510296
6.1999999999999999e-07,0.70366798041157996
6.2500000000000005e-07,0.63916484476123703
6.3e-07,0.57081292173776299
6.3500000000000006e-07,0.49581796193158795
6.4000000000000001e-07,0.43833913452368101
6.4500000000000007e-07,0.38896992260406899
6.5000000000000002e-07,0.342956212054847
6.5500000000000008e-07,0.29278541836294003
6.6000000000000003e-07,0.23770718073119301
6.6500000000000009e-07,0.16491386803178498
6.7000000000000004e-07,0.091287717063771492
6.75e-07,0.042056150472835896
6.8000000000000005e-07,0.020582678776783801
6.8500000000000001e-07,0.0102868059636961
6.9000000000000006e-07,0.0054075984624726188
6.9500000000000002e-07,0.0027240926159100304
7.0000000000000007e-07,0.00127834798711079
7.0500000000000003e-07,0.00078123118374132301
7.1000000000000008e-07,0.00047981421940269996
7.1500000000000004e-07,0.00049133356428571098
7.2000000000000009e-07,0.00017414897796340199
7.2500000000000005e-07,0.00012017462571763998
7.3e-07,0.0
7.3500000000000006e-07,6.120000000000001e-05
7.4000000000000001e-07,-3.3881317890172014e-21
7.4500000000000007e-07,1.3552527156068805e-20
7.5000000000000002e-07,0.00031099754946016501
7.5500000000000008e-07,-5.082197683525802e-21
7.6000000000000003e-07,8.4703294725430034e-22
7.6500000000000009e-07,3.3881317890172014e-21
7.7000000000000004e-07,8.5599999999999994e-05
7.750000000000001e-07,0.00013831372865247502
7.8000000000000005e-07,3.6199999999999999e-05
