wavelength,n
2.138e-07,1.0
2.175e-07,1.01
2.214e-07,1.04
2.254e-07,1.09
2.296e-07,1.17
2.339e-07,1.26
2.384e-07,1.31
2.431e-07,1.31
2.48e-07,1.3
2.53e-07,1.29
2.583e-07,1.3
2.638e-07,1.33
2.695e-07,1.38
2.755e-07,1.45
2.818e-07,1.59
2.883e-07,1.96
2.952e-07,2.6
3.024e-07,3.15
3.1e-07,3.5
3.179e-07,3.71
3.263e-07,3.81
3.351e-07,3.91
3.444e-07,3.96
3.542e-07,3.95
3.647e-07,3.97
3.757e-07,4.14
3.875e-07,4.51
3.999e-07,4.57
4.133e-07,4.52
4.275e-07,4.66
4.428e-07,5.27
4.592e-07,5.08
4.769e-07,4.81
4.959e-07,4.61
5.166e-07,4.44
5.391e-07,4.31
5.636e-07,4.2
5.904e-07,4.01
6.199e-07,3.9
6.525e-07,3.81
6.888e-07,3.73
7.293e-07,3.66
7.749e-07,3.6
8.266e-07,3.54
8.856e-07,3.5
