wavelength,n
1.88e-16,1.29
1.92e-16,1.35
1.95e-16,1.42
1.99e-16,1.45
2.03e-16,1.47
2.07e-16,1.49
2.12e-16,1.47
2.16e-16,1.47
2.21e-16,1.47
2.26e-16,1.47
2.31e-16,1.48
2.37e-16,1.48
2.43e-16,1.5
2.49e-16,1.51
2.55e-16,1.53
2.62e-16,1.56
2.69e-16,1.59
2.76e-16,1.62
2.84e-16,1.64
2.92e-16,1.65
3.01e-16,1.67
3.11e-16,1.69
3.2e-16,1.74
3.32e-16,1.78
3.42e-16,1.85
3.54e-16,1.93
3.68e-16,2.02
3.81e-16,2.12
3.97e-16,2.24
4.13e-16,2.35
4.31e-16,2.48
4.51e-16,2.59
4.71e-16,2.67
4.96e-16,2.74
5.21e-16,2.86
5.49e-16,2.95
5.82e-16,2.94
6.17e-16,2.88
6.59e-16,2.92
7.04e-16,2.86
7.56e-16,2.87
8.21e-16,2.94
8.92e-16,2.96
9.84e-16,2.92
1.088e-15,2.97
1.216e-15,3.03
1.393e-15,3.09
1.61e-15,3.11
1.937e-15,3.17
