wavelength,k
2.36e-18,0.00774
3.16e-18,0.0053
4.47e-18,0.00237
6.76e-18,0.00291
1.14e-17,0.00818
1.355e-17,0.0423
1.714e-17,0.293
2.43e-17,0.31
2.563e-17,0.346
3.038e-17,0.302
3.27e-17,0.304
3.568e-17,0.351
3.793e-17,0.427
4.059e-17,0.451
4.478e-17,0.425
4.607e-17,0.446
4.895e-17,0.507
5.391e-17,0.746
5.843e-17,0.658
6.163e-17,0.564
6.714e-17,0.586
7.185e-17,0.596
7.359e-17,0.751
7.437e-17,0.721
8.345e-17,0.75
8.78e-17,0.688
9.198e-17,0.657
9.321e-17,0.625
9.888e-17,0.586
1.0258e-16,0.571
1.0482e-16,0.577
1.0667e-16,0.565
1.0857e-16,0.55
1.135e-16,0.518
1.2007e-16,0.49
1.2157e-16,0.515
