wavelength,Mercury
3.8000000000000001e-07,0.0104373669
3.8500000000000002e-07,0.0078158007000000002
3.9000000000000002e-07,0.0200578779
3.9500000000000003e-07,0.007661048400000002
4.0000000000000003e-07,0.011061386100000001
4.0500000000000004e-07,0.34563968799999994
4.1000000000000004e-07,0.048970688200000001
4.1500000000000005e-07,0.0097542234999999939
4.2e-07,0.0092107412000000007
4.2500000000000001e-07,0.010788556499999997
4.3000000000000001e-07,0.016035891199999985
4.3500000000000002e-07,0.63526200899999996
4.4000000000000002e-07,0.094904734800000001
4.4500000000000003e-07,0.012626284400000002
4.5000000000000003e-07,0.0096496965000000007
4.5500000000000004e-07,0.008081268899999999
4.6000000000000004e-07,0.0074381602999999998
4.6500000000000005e-07,0.0071390793000000001
4.7000000000000005e-07,0.0077442531999999988
4.75e-07,0.0079916617999999991
4.8000000000000006e-07,0.0076359546000000006
4.8500000000000002e-07,0.0084091184999999999
4.9000000000000007e-07,0.0163720623
4.9500000000000003e-07,0.012868637400000001
5.0000000000000008e-07,0.0071557218999999993
5.0500000000000004e-07,0.0069781036999999992
5.0999999999999999e-07,0.0069555477999999997
5.1500000000000005e-07,0.0070881258000000009
5.2e-07,0.0067250903000000001
5.2500000000000006e-07,0.0069016358
5.3000000000000001e-07,0.0078761267999999992
5.3500000000000007e-07,0.013841724899999991
5.4000000000000002e-07,0.018727769499999963
5.4500000000000008e-07,0.74410418720000004
5.5000000000000003e-07,0.18769422490000004
5.5500000000000009e-07,0.017002660399999998
5.6000000000000004e-07,0.012704995700000003
5.6499999999999999e-07,0.010320752299999998
5.7000000000000005e-07,0.011253971599999989
5.75e-07,0.37558147860000002
5.8000000000000006e-07,0.72770131869999999
5.8500000000000001e-07,0.019077882900000002
5.9000000000000007e-07,0.026903687300000003
5.9500000000000002e-07,0.06495563560000002
6.0000000000000008e-07,0.016015641399999996
6.0500000000000003e-07,0.0219968756
6.1000000000000009e-07,0.062236659
6.1500000000000004e-07,0.26586797140000001
6.1999999999999999e-07,0.33289660370000007
6.2500000000000005e-07,0.050770907099999998
6.3e-07,0.028144658400000005
6.3500000000000006e-07,0.0161248815
6.4000000000000001e-07,0.0121597222
6.4500000000000007e-07,0.013651479300000002
6.5000000000000002e-07,0.022207752900000002
6.5500000000000008e-07,0.016618614800000001
6.6000000000000003e-07,0.010845745300000001
6.6500000000000009e-07,0.0100008015
6.7000000000000004e-07,0.010844911599999998
6.75e-07,0.0091036781999999997
6.8000000000000005e-07,0.0090070042000000017
6.8500000000000001e-07,0.0095061591999999993
6.9000000000000006e-07,0.028902554300000001
6.9500000000000002e-07,0.050092838600000009
7.0000000000000007e-07,0.08295504989999998
7.0500000000000003e-07,0.067036847400000016
7.1000000000000008e-07,0.015473855
7.1500000000000004e-07,0.010112152100000001
7.2000000000000009e-07,0.0092409168000000003
7.2500000000000005e-07,0.0090681945999999992
7.3e-07,0.0091454925000000013
7.3500000000000006e-07,0.0093017408999999992
7.4000000000000001e-07,0.0089126589999999999
7.4500000000000007e-07,0.0090466381000000005
7.5000000000000002e-07,0.009597893100000001
7.5500000000000008e-07,0.0093381677000000003
7.6000000000000003e-07,0.009047919300000002
7.6500000000000009e-07,0.0096855503999999995
7.7000000000000004e-07,0.0113490129
7.750000000000001e-07,0.0099005410000000023
7.8000000000000005e-07,0.009495425
