wavelength,4-LED-1 (461526576624)
3.8000000000000001e-07,2.4703473667336802e-08
3.8500000000000002e-07,1.7486338316389699e-07
3.9000000000000002e-07,1.0924148346277801e-06
3.9500000000000003e-07,6.0229999999999998e-06
4.0000000000000003e-07,2.9306e-05
4.0500000000000004e-07,0.0001258419
4.1000000000000004e-07,0.00047688549999999993
4.1500000000000005e-07,0.0015948592000000002
4.2e-07,0.0047070784000000001
4.2500000000000001e-07,0.012260454400000001
4.3000000000000001e-07,0.028187274700000001
4.3500000000000002e-07,0.057323326999999993
4.4000000000000002e-07,0.1050910781
4.4500000000000003e-07,0.18851579139999999
4.5000000000000003e-07,0.36643588240000002
4.5500000000000004e-07,0.67475202019999991
4.6000000000000004e-07,0.90152681329999995
4.6500000000000005e-07,0.77643804270000005
4.7000000000000005e-07,0.46241651259999994
4.75e-07,0.24812474549999997
4.8000000000000006e-07,0.15656777450000003
4.8500000000000002e-07,0.1201464288
4.9000000000000007e-07,0.11323023679999999
4.9500000000000003e-07,0.13124400829999999
5.0000000000000008e-07,0.1752511464
5.0500000000000004e-07,0.25714404419999998
5.0999999999999999e-07,0.40104238710000006
5.1500000000000005e-07,0.61723404090000011
5.2e-07,0.85374707299999986
5.2500000000000006e-07,0.99380421279999998
5.3000000000000001e-07,0.94860554600000013
5.3500000000000007e-07,0.75141444089999987
5.4000000000000002e-07,0.5239919837
5.4500000000000008e-07,0.36384455439999996
5.5000000000000003e-07,0.29435863029999998
5.5500000000000009e-07,0.29920738040000006
5.6000000000000004e-07,0.37980502389999993
5.6499999999999999e-07,0.61357213990000015
5.7000000000000005e-07,1.0635790972000001
5.75e-07,1.4215623153000001
5.8000000000000006e-07,1.2456566315999997
5.8500000000000001e-07,0.75458285840000006
5.9000000000000007e-07,0.41663318709999997
5.9500000000000002e-07,0.29468812859999999
6.0000000000000008e-07,0.29126772870000001
6.0500000000000003e-07,0.37725506050000002
6.1000000000000009e-07,0.61052196949999993
6.1500000000000004e-07,1.1586666143
6.1999999999999999e-07,1.9585212559000003
6.2500000000000005e-07,2.2763066746000002
6.3e-07,1.7027043160999999
6.3500000000000006e-07,0.92430215589999998
6.4000000000000001e-07,0.47571876200000002
6.4500000000000007e-07,0.26531761209999999
6.5000000000000002e-07,0.14472062790000001
6.5500000000000008e-07,0.071146492199999981
6.6000000000000003e-07,0.030936662200000003
6.6500000000000009e-07,0.011873202100000001
6.7000000000000004e-07,0.0040214046999999991
6.75e-07,0.0012019903000000001
6.8000000000000005e-07,0.00031705699999999998
6.8500000000000001e-07,7.3805190465842495e-05
6.9000000000000006e-07,1.5161761655840199e-05
6.9500000000000002e-07,2.74868906770862e-06
7.0000000000000007e-07,4.3975901880760293e-07
7.0500000000000003e-07,6.2089345895251689e-08
7.1000000000000008e-07,7.7362875581479594e-09
7.1500000000000004e-07,8.5067038460439609e-10
7.2000000000000009e-07,8.2547364619846285e-11
7.2500000000000005e-07,7.0690052115048888e-12
7.3e-07,5.3422791944856104e-13
7.3500000000000006e-07,3.5629362406783708e-14
7.4000000000000001e-07,2.0970206692461698e-15
7.4500000000000007e-07,1.0892073507049002e-16
7.5000000000000002e-07,4.9926556212998132e-18
7.5500000000000008e-07,2.0196023099785122e-19
7.6000000000000003e-07,7.2096357457310538e-21
7.6500000000000009e-07,2.2712976197260594e-22
7.7000000000000004e-07,6.314633398701134e-24
7.750000000000001e-07,1.5493015590272942e-25
7.8000000000000005e-07,3.3545832919381802e-27
