wavelength,F32T8TL835 (Triphosphor)
3.8000000000000001e-07,0.0044539119000000004
3.8500000000000002e-07,0.0027246990000000001
3.9000000000000002e-07,0.0014395977999999998
3.9500000000000003e-07,0.0014605528999999994
4.0000000000000003e-07,0.020758172700000001
4.0500000000000004e-07,0.12107093159999999
4.1000000000000004e-07,0.021929269400000003
4.1500000000000005e-07,0.017444870500000001
4.2e-07,0.023866460999999999
4.2500000000000001e-07,0.032762863900000008
4.3000000000000001e-07,0.040730676300000004
4.3500000000000002e-07,0.40939122010000001
4.4000000000000002e-07,0.137698125
4.4500000000000003e-07,0.063084571600000014
4.5000000000000003e-07,0.064378283499999994
4.5500000000000004e-07,0.062649005999999993
4.6000000000000004e-07,0.058321652400000007
4.6500000000000005e-07,0.053598878599999997
4.7000000000000005e-07,0.047322991299999999
4.75e-07,0.040563356600000003
4.8000000000000006e-07,0.050216974900000003
4.8500000000000002e-07,0.16520713590000002
4.9000000000000007e-07,0.20797829879999999
4.9500000000000003e-07,0.13546099900000003
5.0000000000000008e-07,0.071375443900000002
5.0500000000000004e-07,0.039584999199999998
5.0999999999999999e-07,0.045761260599999992
5.1500000000000005e-07,0.048597177399999997
5.2e-07,0.041148233799999996
5.2500000000000006e-07,0.033035855399999994
5.3000000000000001e-07,0.030661632699999997
5.3500000000000007e-07,0.0556184344
5.4000000000000002e-07,0.44532361740000004
5.4500000000000008e-07,1.0
5.5000000000000003e-07,0.33310109690000006
5.5500000000000009e-07,0.0949308279
5.6000000000000004e-07,0.020133302400000001
5.6499999999999999e-07,0.0126103069
5.7000000000000005e-07,0.0116220609
5.75e-07,0.052031731099999999
5.8000000000000006e-07,0.17088240839999996
5.8500000000000001e-07,0.24622948789999999
5.9000000000000007e-07,0.21970839149999999
5.9500000000000002e-07,0.13080497750000003
6.0000000000000008e-07,0.097629650100000021
6.0500000000000003e-07,0.080329531199999984
6.1000000000000009e-07,0.89561427509999991
6.1500000000000004e-07,0.68421236600000002
6.1999999999999999e-07,0.21323136439999998
6.2500000000000005e-07,0.16133485829999999
6.3e-07,0.17564090190000001
6.3500000000000006e-07,0.059616781000000001
6.4000000000000001e-07,0.022725588800000002
6.4500000000000007e-07,0.026641183399999997
6.5000000000000002e-07,0.052355739699999994
6.5500000000000008e-07,0.028435580999999998
6.6000000000000003e-07,0.026284065299999999
6.6500000000000009e-07,0.029502646099999991
6.7000000000000004e-07,0.021091860399999999
6.75e-07,0.017180832900000002
6.8000000000000005e-07,0.0186356851
6.8500000000000001e-07,0.0231132761
6.9000000000000006e-07,0.025622466100000001
6.9500000000000002e-07,0.018942906299999996
7.0000000000000007e-07,0.0070741646999999989
7.0500000000000003e-07,0.059523812000000009
7.1000000000000008e-07,0.10355561409999998
7.1500000000000004e-07,0.031459007599999998
7.2000000000000009e-07,0.0034133372999999995
7.2500000000000005e-07,0.0030514142000000002
7.3e-07,0.0032200361000000004
7.3500000000000006e-07,0.0027086362000000004
7.4000000000000001e-07,0.0030232115999999998
7.4500000000000007e-07,0.0028316148999999995
7.5000000000000002e-07,0.0020137199000000001
7.5500000000000008e-07,0.0020856503000000006
7.6000000000000003e-07,0.0015424431000000001
7.6500000000000009e-07,0.0028316148999999995
7.7000000000000004e-07,0.0020137199000000001
7.750000000000001e-07,0.0020856503000000002
7.8000000000000005e-07,0.0015424430999999999
