wavelength,PHOS-1
3.8000000000000001e-07,0.0111298531
3.8500000000000002e-07,0.018113282499999998
3.9000000000000002e-07,0.027836948399999999
3.9500000000000003e-07,0.040398275499999997
4.0000000000000003e-07,0.055363146799999999
4.0500000000000004e-07,0.071646576899999981
4.1000000000000004e-07,0.087556191500000005
4.1500000000000005e-07,0.10104039079999999
4.2e-07,0.11010826260000001
4.2500000000000001e-07,0.12215405929999999
4.3000000000000001e-07,0.13137056920000001
4.3500000000000002e-07,0.14095221969999999
4.4000000000000002e-07,0.15089240249999999
4.4500000000000003e-07,0.16118351410000001
4.5000000000000003e-07,0.17181701059999999
4.5500000000000004e-07,0.18278346419999997
4.6000000000000004e-07,0.1940726237
4.6500000000000005e-07,0.20567347459999996
4.7000000000000005e-07,0.21757430250000001
4.75e-07,0.2297627552
4.8000000000000006e-07,0.2422259061
4.8500000000000002e-07,0.25495031730000001
4.9000000000000007e-07,0.26792210119999998
4.9500000000000003e-07,0.28112698209999998
5.0000000000000008e-07,0.29455035559999998
5.0500000000000004e-07,0.30817734740000002
5.0999999999999999e-07,0.32199286890000006
5.1500000000000005e-07,0.33598167220000008
5.2e-07,0.35012840229999997
5.2500000000000006e-07,0.36441764619999995
5.3000000000000001e-07,0.3788339812
5.3500000000000007e-07,0.39336201910000002
5.4000000000000002e-07,0.40798644919999999
5.4500000000000008e-07,0.42269207699999989
5.5000000000000003e-07,0.43746386230000001
5.5500000000000009e-07,0.45228695289999993
5.6000000000000004e-07,0.46714671699999999
5.6499999999999999e-07,0.48202877209999995
5.7000000000000005e-07,0.49691901170000002
5.75e-07,0.51180363009999996
5.8000000000000006e-07,0.52666914379999996
5.8500000000000001e-07,0.54150241119999998
5.9000000000000007e-07,0.55629065030000002
5.9500000000000002e-07,0.57102145329999998
6.0000000000000008e-07,0.58568280029999997
6.0500000000000003e-07,0.60026307000000001
6.1000000000000009e-07,0.61475104929999991
6.1500000000000004e-07,0.62913594089999991
6.1999999999999999e-07,0.64340736880000005
6.2500000000000005e-07,0.65755538280000014
6.3e-07,0.67157046129999987
6.3500000000000006e-07,0.68544351260000003
6.4000000000000001e-07,0.69916587509999994
6.4500000000000007e-07,0.71272931640000003
6.5000000000000002e-07,0.72612603060000014
6.5500000000000008e-07,0.73934863569999998
6.6000000000000003e-07,0.75239016879999998
6.6500000000000009e-07,0.76524408200000005
6.7000000000000004e-07,0.77790423549999987
6.75e-07,0.79036489219999995
6.8000000000000005e-07,0.77995353460000005
6.8500000000000001e-07,0.7157211280000001
6.9000000000000006e-07,0.62020559949999998
6.9500000000000002e-07,0.50750960540000001
7.0000000000000007e-07,0.39216568330000001
7.0500000000000003e-07,0.2861617924
7.1000000000000008e-07,0.19718344279999997
7.1500000000000004e-07,0.12830570899999999
7.2000000000000009e-07,0.07883848219999999
7.2500000000000005e-07,0.045745382899999999
7.3e-07,0.025065306300000003
7.3500000000000006e-07,0.012969269199999998
7.4000000000000001e-07,0.006336869000000001
7.4500000000000007e-07,0.0029238203999999994
7.5000000000000002e-07,0.0012739236000000001
7.5500000000000008e-07,0.00052414669999999988
7.6000000000000003e-07,0.0002036475
7.6500000000000009e-07,7.4717431519349289e-05
7.7000000000000004e-07,2.5887000000000005e-05
7.750000000000001e-07,8.4695040908550698e-06
7.8000000000000005e-07,2.61668300203868e-06
