wavelength,Kinoton 75P
3.8000000000000001e-07,0.00010996670000000001
3.8200000000000001e-07,0.0001415667
3.8400000000000005e-07,0.00015019999999999996
3.8600000000000004e-07,0.0001820333
3.8800000000000003e-07,0.00021300000000000003
3.9000000000000002e-07,0.0002264333
3.9200000000000002e-07,0.00026103330000000003
3.9400000000000001e-07,0.0002977667
3.96e-07,0.00031579999999999998
3.9800000000000004e-07,0.00035163330000000001
4.0000000000000003e-07,0.00038420000000000001
4.0200000000000003e-07,0.00042146669999999997
4.0400000000000002e-07,0.00045896670000000002
4.0600000000000001e-07,0.00047433330000000001
4.08e-07,0.00051433329999999995
4.1000000000000004e-07,0.00054710000000000002
4.1200000000000004e-07,0.00056939999999999996
4.1400000000000003e-07,0.00060066670000000005
4.1600000000000002e-07,0.0006101333
4.1800000000000001e-07,0.00062620000000000004
4.2e-07,0.00063029999999999998
4.2200000000000005e-07,0.00063240000000000008
4.2400000000000004e-07,0.00063719999999999998
4.2600000000000003e-07,0.00064323329999999988
4.2800000000000002e-07,0.00065523329999999996
4.3000000000000001e-07,0.00066850000000000004
4.32e-07,0.00068289999999999974
4.3400000000000005e-07,0.00070569999999999997
4.3600000000000004e-07,0.0007282333
4.3800000000000003e-07,0.00075350000000000005
4.4000000000000002e-07,0.0007768333000000001
4.4200000000000001e-07,0.00079266670000000005
4.4400000000000001e-07,0.00080359999999999991
4.4600000000000005e-07,0.00081676670000000004
4.4800000000000004e-07,0.00083916670000000004
4.5000000000000003e-07,0.00086819999999999985
4.5200000000000002e-07,0.0008882667000000001
4.5400000000000002e-07,0.00089606670000000007
4.5600000000000001e-07,0.00090140000000000012
4.5800000000000005e-07,0.00092490000000000009
4.6000000000000004e-07,0.00095600000000000004
4.6200000000000003e-07,0.00099273330000000009
4.6400000000000003e-07,0.001031
4.6600000000000002e-07,0.0010756667000000001
4.6800000000000001e-07,0.0010989999999999999
4.7000000000000005e-07,0.0010959999999999998
4.7200000000000004e-07,0.001072
4.7400000000000004e-07,0.0010249999999999999
4.7600000000000003e-07,0.00097066669999999993
4.7800000000000002e-07,0.00093756670000000005
4.8000000000000006e-07,0.00093486669999999993
4.82e-07,0.00094729999999999999
4.8400000000000005e-07,0.00094813329999999998
4.8599999999999998e-07,0.00093403330000000012
4.8800000000000003e-07,0.00091803329999999984
4.9000000000000007e-07,0.00091426669999999986
4.9200000000000001e-07,0.00092756669999999992
4.9400000000000006e-07,0.00093106669999999995
4.9599999999999999e-07,0.00091223330000000024
4.9800000000000004e-07,0.00088933329999999996
5.0000000000000008e-07,0.00087770000000000014
5.0200000000000002e-07,0.00087096669999999995
5.0400000000000007e-07,0.00086383330000000004
5.06e-07,0.00085840000000000005
5.0800000000000005e-07,0.00085453329999999998
5.0999999999999999e-07,0.00085103329999999995
5.1200000000000003e-07,0.00084376669999999994
5.1400000000000008e-07,0.00084373330000000004
5.1600000000000001e-07,0.00084363329999999999
5.1800000000000006e-07,0.00084303330000000008
5.2e-07,0.00084053330000000018
5.2200000000000004e-07,0.00083826669999999997
5.2399999999999998e-07,0.00083500000000000002
5.2600000000000002e-07,0.00083453330000000004
5.2800000000000007e-07,0.00083476670000000005
5.3000000000000001e-07,0.00083476669999999994
5.3200000000000005e-07,0.00083356670000000002
5.3399999999999999e-07,0.00082906669999999996
5.3600000000000004e-07,0.00082923329999999996
5.3800000000000008e-07,0.00082753329999999976
5.4000000000000002e-07,0.00082893330000000001
5.4200000000000006e-07,0.00082746670000000003
5.44e-07,0.00082550000000000006
5.4600000000000005e-07,0.00082293329999999997
5.4799999999999998e-07,0.00081930000000000013
5.5000000000000003e-07,0.00081569999999999993
5.5200000000000007e-07,0.00081383329999999991
5.5400000000000001e-07,0.0008105333000000001
5.5600000000000006e-07,0.00080750000000000006
5.5799999999999999e-07,0.0008061333
5.6000000000000004e-07,0.00080416669999999995
5.6200000000000008e-07,0.00080346669999999999
5.6400000000000002e-07,0.0008011667000000001
5.6600000000000007e-07,0.00080370000000000007
5.68e-07,0.00080753330000000014
5.7000000000000005e-07,0.00081173330000000013
5.7199999999999999e-07,0.0008128333
5.7400000000000003e-07,0.00081559999999999988
5.7600000000000008e-07,0.00081336669999999996
5.7800000000000001e-07,0.00081180000000000011
5.8000000000000006e-07,0.00081183330000000008
5.82e-07,0.00081193330000000024
5.8400000000000004e-07,0.00080976669999999998
5.8600000000000009e-07,0.0008057667000000001
5.8800000000000002e-07,0.0007986
5.9000000000000007e-07,0.00078803330000000004
5.9200000000000001e-07,0.00077740000000000003
5.9400000000000005e-07,0.0007663332999999999
5.9599999999999999e-07,0.00075440000000000012
5.9800000000000003e-07,0.00074583329999999999
6.0000000000000008e-07,0.00073479999999999997
6.0200000000000002e-07,0.00072903329999999991
6.0400000000000006e-07,0.00072613329999999989
6.06e-07,0.00072566670000000005
6.0800000000000004e-07,0.00072389999999999998
6.1000000000000009e-07,0.00072610000000000014
6.1200000000000003e-07,0.00072920000000000005
6.1400000000000007e-07,0.00073443329999999993
6.1600000000000001e-07,0.00073833329999999997
6.1800000000000005e-07,0.00074056670000000003
6.1999999999999999e-07,0.00074023329999999997
6.2200000000000004e-07,0.00073946669999999995
6.2400000000000008e-07,0.00073349999999999989
6.2600000000000002e-07,0.00072293330000000003
6.2800000000000006e-07,0.00071080000000000015
6.3e-07,0.00070033330000000003
6.3200000000000005e-07,0.00068513329999999987
6.3400000000000009e-07,0.00066883329999999996
6.3600000000000003e-07,0.00065189999999999996
6.3800000000000007e-07,0.00063369999999999995
6.4000000000000001e-07,0.00061733330000000007
6.4200000000000006e-07,0.00060456669999999998
6.44e-07,0.00059696670000000001
6.4600000000000004e-07,0.00059126670000000004
6.4800000000000009e-07,0.00059013329999999995
6.5000000000000002e-07,0.00058603330000000001
6.5200000000000007e-07,0.00057839999999999986
6.5400000000000001e-07,0.00057250000000000009
6.5600000000000005e-07,0.00057053330000000001
6.5799999999999999e-07,0.00057350000000000001
6.6000000000000003e-07,0.00057609999999999996
6.6200000000000008e-07,0.00057826669999999994
6.6400000000000002e-07,0.00057816669999999999
6.6600000000000006e-07,0.00057393329999999999
6.68e-07,0.0005628667000000001
6.7000000000000004e-07,0.0005410333
6.7200000000000009e-07,0.00050826669999999997
6.7400000000000003e-07,0.00047209999999999993
6.7600000000000007e-07,0.00042959999999999993
6.7800000000000001e-07,0.00038400000000000006
6.8000000000000005e-07,0.00033839999999999993
6.8199999999999999e-07,0.00029576670000000006
6.8400000000000004e-07,0.00025623330000000002
6.8600000000000008e-07,0.00021453329999999998
