wavelength,F32T8TL830 (Triphosphor)
3.8000000000000001e-07,0.0039380785999999996
3.8500000000000002e-07,0.0021247895000000004
3.9000000000000002e-07,0.0010924489999999999
3.9500000000000003e-07,0.00074449999999999994
4.0000000000000003e-07,0.0192099017
4.0500000000000004e-07,0.11393779910000001
4.1000000000000004e-07,0.016074756800000006
4.1500000000000005e-07,0.0094419468999999961
4.2e-07,0.0113913934
4.2500000000000001e-07,0.014551260499999996
4.3000000000000001e-07,0.017745885999999975
4.3500000000000002e-07,0.36229084980000004
4.4000000000000002e-07,0.099298590899999997
4.4500000000000003e-07,0.026489572999999999
4.5000000000000003e-07,0.026804217999999998
4.5500000000000004e-07,0.025908642799999999
4.6000000000000004e-07,0.023903949600000002
4.6500000000000005e-07,0.023278575199999995
4.7000000000000005e-07,0.020436809099999998
4.75e-07,0.017661633999999999
4.8000000000000006e-07,0.029750444700000003
4.8500000000000002e-07,0.13708200050000002
4.9000000000000007e-07,0.1766929612
4.9500000000000003e-07,0.1213745646
5.0000000000000008e-07,0.057751716799999998
5.0500000000000004e-07,0.021650788200000003
5.0999999999999999e-07,0.022790720699999999
5.1500000000000005e-07,0.024223463099999998
5.2e-07,0.020243648
5.2500000000000006e-07,0.016386677999999995
5.3000000000000001e-07,0.018318983699999999
5.3500000000000007e-07,0.047198496700000002
5.4000000000000002e-07,0.41975727639999999
5.4500000000000008e-07,0.9510310958999999
5.5000000000000003e-07,0.31409550629999999
5.5500000000000009e-07,0.08788556539999999
5.6000000000000004e-07,0.0181958459
5.6499999999999999e-07,0.012017561100000001
5.7000000000000005e-07,0.010422605499999999
5.75e-07,0.049708648699999997
5.8000000000000006e-07,0.16383174429999997
5.8500000000000001e-07,0.231662164
5.9000000000000007e-07,0.2135278199
5.9500000000000002e-07,0.13646105059999999
6.0000000000000008e-07,0.10427016979999999
6.0500000000000003e-07,0.086982794500000016
6.1000000000000009e-07,1.0
6.1500000000000004e-07,0.76125005450000016
6.1999999999999999e-07,0.21652149599999998
6.2500000000000005e-07,0.17018319529999998
6.3e-07,0.1979345653
6.3500000000000006e-07,0.065848801700000001
6.4000000000000001e-07,0.024730965300000001
6.4500000000000007e-07,0.028087189800000002
6.5000000000000002e-07,0.057309741900000002
6.5500000000000008e-07,0.0305788824
6.6000000000000003e-07,0.028574051600000004
6.6500000000000009e-07,0.030381333099999998
6.7000000000000004e-07,0.020210554499999998
6.75e-07,0.016260015199999998
6.8000000000000005e-07,0.018513040800000002
6.8500000000000001e-07,0.024938328599999997
6.9000000000000006e-07,0.027783849900000004
6.9500000000000002e-07,0.019275399800000002
7.0000000000000007e-07,0.0070923054000000011
7.0500000000000003e-07,0.065380994900000003
7.1000000000000008e-07,0.1115066116
7.1500000000000004e-07,0.032733217299999999
7.2000000000000009e-07,0.0032297275000000001
7.2500000000000005e-07,0.0026943996999999999
7.3e-07,0.0022714190999999998
7.3500000000000006e-07,0.0016040850000000003
7.4000000000000001e-07,0.0026846055000000002
7.4500000000000007e-07,0.0021757603000000002
7.5000000000000002e-07,0.001634071
7.5500000000000008e-07,0.00074462829999999989
7.6000000000000003e-07,0.0
7.6500000000000009e-07,0.0021757602999999998
7.7000000000000004e-07,0.001634071
7.750000000000001e-07,0.0007446283000000001
7.8000000000000005e-07,0.0
