wavelength,PHOS-3
3.8000000000000001e-07,2.5146341465220499e-05
3.8500000000000002e-07,6.8538492911529505e-05
3.9000000000000002e-07,0.00017640510000000001
3.9500000000000003e-07,0.00042875010000000002
4.0000000000000003e-07,0.00098404330000000009
4.0500000000000004e-07,0.0021327547000000004
4.1000000000000004e-07,0.0043650008000000002
4.1500000000000005e-07,0.0084361541000000009
4.2e-07,0.0153964789
4.2500000000000001e-07,0.026534753500000001
4.3000000000000001e-07,0.043184256099999999
4.3500000000000002e-07,0.066367057899999998
4.4000000000000002e-07,0.096315553900000003
4.4500000000000003e-07,0.13199486180000003
4.5000000000000003e-07,0.17081828729999998
4.5500000000000004e-07,0.20875093929999999
4.6000000000000004e-07,0.24090136000000001
4.6500000000000005e-07,0.26252266450000006
4.7000000000000005e-07,0.27015380769999997
4.75e-07,0.30179527679999996
4.8000000000000006e-07,0.31816572850000002
4.8500000000000002e-07,0.3348793477
4.9000000000000007e-07,0.3519178926
4.9500000000000003e-07,0.36926260589999993
5.0000000000000008e-07,0.38689422890000003
5.0500000000000004e-07,0.40479244279999999
5.0999999999999999e-07,0.42293095019999999
5.1500000000000005e-07,0.44124661300000007
5.2e-07,0.45949065239999998
5.2500000000000006e-07,0.47668629410000002
5.3000000000000001e-07,0.48970607960000001
5.3500000000000007e-07,0.49091889049999998
5.4000000000000002e-07,0.46710771039999999
5.4500000000000008e-07,0.40497066279999994
5.5000000000000003e-07,0.30613948900000004
5.5500000000000009e-07,0.20155728219999997
5.6000000000000004e-07,0.14403397179999999
5.6499999999999999e-07,0.17352411549999999
5.7000000000000005e-07,0.28458056100000007
5.75e-07,0.4309947871
5.8000000000000006e-07,0.56239505729999995
5.8500000000000001e-07,0.65448364959999994
5.9000000000000007e-07,0.71029886630000005
5.9500000000000002e-07,0.74404762349999998
6.0000000000000008e-07,0.7678575339999999
6.0500000000000003e-07,0.78816671449999998
6.1000000000000009e-07,0.80743486259999997
6.1500000000000004e-07,0.82636922699999993
6.1999999999999999e-07,0.84512024299999999
6.2500000000000005e-07,0.83931724080000025
6.3e-07,0.77020074959999996
6.3500000000000006e-07,0.66741881089999999
6.4000000000000001e-07,0.54614716689999998
6.4500000000000007e-07,0.42202450130000002
6.5000000000000002e-07,0.3079515424
6.5500000000000008e-07,0.21219924779999999
6.6000000000000003e-07,0.13807722
6.6500000000000009e-07,0.084843185700000004
6.7000000000000004e-07,0.049229864200000001
6.75e-07,0.026974726299999995
6.8000000000000005e-07,0.013957325099999997
6.8500000000000001e-07,0.006819681299999999
6.9000000000000006e-07,0.0031466084000000001
6.9500000000000002e-07,0.0013710019
7.0000000000000007e-07,0.00056409230000000008
7.0500000000000003e-07,0.00021916890000000001
7.1000000000000008e-07,8.0412687169791083e-05
7.1500000000000004e-07,2.7860370586581497e-05
7.2000000000000009e-07,9.1151945127071005e-06
7.2500000000000005e-07,2.8161885636699098e-06
7.3e-07,8.2162616006009098e-07
7.3500000000000006e-07,2.26362001084354e-07
7.4000000000000001e-07,5.8891081328110604e-08
7.4500000000000007e-07,1.44681256222285e-08
7.5000000000000002e-07,3.3565394146368103e-09
7.5500000000000008e-07,7.3533962584644498e-10
7.6000000000000003e-07,1.52125117385059e-10
7.6500000000000009e-07,2.9718755639467896e-11
7.7000000000000004e-07,5.4824799716537502e-12
7.750000000000001e-07,9.5508104226491697e-13
7.8000000000000005e-07,1.57115898612229e-13
