wavelength,F40C75 (Broadband FL)
3.8000000000000001e-07,0.056047974299999997
3.8500000000000002e-07,0.065001658800000001
3.9000000000000002e-07,0.082245541800000016
3.9500000000000003e-07,0.0912220116
4.0000000000000003e-07,0.14816769160000001
4.0500000000000004e-07,0.4040406936
4.1000000000000004e-07,0.16257802939999999
4.1500000000000005e-07,0.1497779866
4.2e-07,0.16460545060000001
4.2500000000000001e-07,0.1810413062
4.3000000000000001e-07,0.1970837661
4.3500000000000002e-07,1.0
4.4000000000000002e-07,0.39912452380000002
4.4500000000000003e-07,0.24403624079999997
4.5000000000000003e-07,0.25772476309999998
4.5500000000000004e-07,0.27042863780000004
4.6000000000000004e-07,0.28176942920000003
4.6500000000000005e-07,0.28840757790000005
4.7000000000000005e-07,0.29536479289999995
4.75e-07,0.29749972540000003
4.8000000000000006e-07,0.29870529410000002
4.8500000000000002e-07,0.29834892850000005
4.9000000000000007e-07,0.29824890189999997
4.9500000000000003e-07,0.29472717030000001
5.0000000000000008e-07,0.28991995320000002
5.0500000000000004e-07,0.2852557114
5.0999999999999999e-07,0.28058818839999999
5.1500000000000005e-07,0.27557885160000006
5.2e-07,0.27061382260000005
5.2500000000000006e-07,0.2653962104
5.3000000000000001e-07,0.2591022872
5.3500000000000007e-07,0.25081997479999996
5.4000000000000002e-07,0.23896475989999999
5.4500000000000008e-07,0.66171055799999989
5.5000000000000003e-07,0.32906313539999998
5.5500000000000009e-07,0.22674643089999999
5.6000000000000004e-07,0.2244978077
5.6499999999999999e-07,0.22199013849999999
5.7000000000000005e-07,0.2206513755
5.75e-07,0.2768268747
5.8000000000000006e-07,0.29811068750000003
5.8500000000000001e-07,0.22343770399999999
5.9000000000000007e-07,0.2254188225
5.9500000000000002e-07,0.2264308136
6.0000000000000008e-07,0.22560070319999997
6.0500000000000003e-07,0.22620884599999996
6.1000000000000009e-07,0.22699443729999996
6.1500000000000004e-07,0.22643623810000002
6.1999999999999999e-07,0.22389099400000001
6.2500000000000005e-07,0.2232929504
6.3e-07,0.21778689849999999
6.3500000000000006e-07,0.21383765449999997
6.4000000000000001e-07,0.20946568630000004
6.4500000000000007e-07,0.20197159769999995
6.5000000000000002e-07,0.19299788870000001
6.5500000000000008e-07,0.18794964850000001
6.6000000000000003e-07,0.1763106784
6.6500000000000009e-07,0.17396937979999996
6.7000000000000004e-07,0.1633657909
6.75e-07,0.15348345030000002
6.8000000000000005e-07,0.14257678400000004
6.8500000000000001e-07,0.1342658974
6.9000000000000006e-07,0.1235162098
6.9500000000000002e-07,0.11939140950000002
7.0000000000000007e-07,0.11208456449999998
7.0500000000000003e-07,0.10214506440000001
7.1000000000000008e-07,0.10118057289999999
7.1500000000000004e-07,0.092420951500000015
7.2000000000000009e-07,0.086779291799999991
7.2500000000000005e-07,0.071782408299999989
7.3e-07,0.05792880730000001
7.3500000000000006e-07,0.065414338399999994
7.4000000000000001e-07,0.069861376099999997
7.4500000000000007e-07,0.076503967800000003
7.5000000000000002e-07,0.058535378500000006
7.5500000000000008e-07,0.053668595099999994
7.6000000000000003e-07,3.4694469519536142e-18
7.6500000000000009e-07,0.076503967800000003
7.7000000000000004e-07,0.058535378499999999
7.750000000000001e-07,0.053668595099999994
7.8000000000000005e-07,0.0
