wavelength,F32T8TL850 (Triphosphor)
3.8000000000000001e-07,0.0034742372999999999
3.8500000000000002e-07,0.0023983574
3.9000000000000002e-07,0.0018341880000000001
3.9500000000000003e-07,0.0023901196999999989
4.0000000000000003e-07,0.022004068600000003
4.0500000000000004e-07,0.1180075733
4.1000000000000004e-07,0.029143558300000004
4.1500000000000005e-07,0.032835332000000002
4.2e-07,0.049420465600000005
4.2500000000000001e-07,0.070409021299999999
4.3000000000000001e-07,0.091975767099999994
4.3500000000000002e-07,0.47598199320000001
4.4000000000000002e-07,0.2107111307
4.4500000000000003e-07,0.14248462789999999
4.5000000000000003e-07,0.14606274949999998
4.5500000000000004e-07,0.14264406430000001
4.6000000000000004e-07,0.13351168270000002
4.6500000000000005e-07,0.1205321335
4.7000000000000005e-07,0.1057579052
4.75e-07,0.090511806099999981
4.8000000000000006e-07,0.091728278299999993
4.8500000000000002e-07,0.19796289689999999
4.9000000000000007e-07,0.23374219330000001
4.9500000000000003e-07,0.16034728349999999
5.0000000000000008e-07,0.10042998249999999
5.0500000000000004e-07,0.080744786599999993
5.0999999999999999e-07,0.1006438774
5.1500000000000005e-07,0.1061748793
5.2e-07,0.089893792599999994
5.2500000000000006e-07,0.071592714700000004
5.3000000000000001e-07,0.059580929199999993
5.3500000000000007e-07,0.074858929500000004
5.4000000000000002e-07,0.45702241999999998
5.4500000000000008e-07,1.0
5.5000000000000003e-07,0.33542338440000008
5.5500000000000009e-07,0.0977665583
5.6000000000000004e-07,0.023923429400000001
5.6499999999999999e-07,0.014818746600000002
5.7000000000000005e-07,0.013214092800000002
5.75e-07,0.052101157799999999
5.8000000000000006e-07,0.1601504544
5.8500000000000001e-07,0.2303028023
5.9000000000000007e-07,0.1954767556
5.9500000000000002e-07,0.1054965252
6.0000000000000008e-07,0.0760367817
6.0500000000000003e-07,0.063142586999999986
6.1000000000000009e-07,0.67355344859999988
6.1500000000000004e-07,0.51552126269999998
6.1999999999999999e-07,0.19192482890000001
6.2500000000000005e-07,0.138014472
6.3e-07,0.13576387349999997
6.3500000000000006e-07,0.046465452099999992
6.4000000000000001e-07,0.0193124675
6.4500000000000007e-07,0.023753309100000002
6.5000000000000002e-07,0.0433201748
6.5500000000000008e-07,0.023763367000000001
6.6000000000000003e-07,0.021879545600000005
6.6500000000000009e-07,0.0255443739
6.7000000000000004e-07,0.019955102799999996
6.75e-07,0.016598204500000002
6.8000000000000005e-07,0.018177064400000002
6.8500000000000001e-07,0.019799166400000002
6.9000000000000006e-07,0.020663584999999998
6.9500000000000002e-07,0.015219426499999999
7.0000000000000007e-07,0.0062642767000000007
7.0500000000000003e-07,0.045876637999999997
7.1000000000000008e-07,0.077760851399999997
7.1500000000000004e-07,0.023697910600000004
7.2000000000000009e-07,0.0035880470999999996
7.2500000000000005e-07,0.0029197566000000001
7.3e-07,0.0031527922000000002
7.3500000000000006e-07,0.0023984839000000002
7.4000000000000001e-07,0.0026959430000000006
7.4500000000000007e-07,0.0029392159000000001
7.5000000000000002e-07,0.0029753244000000002
7.5500000000000008e-07,0.0019264764
7.6000000000000003e-07,0.0031394812
7.6500000000000009e-07,0.0029392159000000001
7.7000000000000004e-07,0.0029753243999999998
7.750000000000001e-07,0.0019264764
7.8000000000000005e-07,0.0031394812
