wavelength,T8 Polylux 3000
3.8000000000000001e-07,0.55200000000000005
3.8500000000000002e-07,0.38100000000000001
3.9000000000000002e-07,0.28899999999999998
3.9500000000000003e-07,0.23099999999999993
4.0000000000000003e-07,2.4239999999999999
4.0500000000000004e-07,11.475
4.1000000000000004e-07,0.97600000000000109
4.1500000000000005e-07,0.5109999999999999
4.2e-07,0.51200000000000001
4.2500000000000001e-07,0.60200000000000009
4.3000000000000001e-07,0.8069999999999995
4.3500000000000002e-07,23.309000000000001
4.4000000000000002e-07,2.1049999999999995
4.4500000000000003e-07,1.0999999999999996
4.5000000000000003e-07,1.145
4.5500000000000004e-07,1.159
4.6000000000000004e-07,1.111
4.6500000000000005e-07,1.0829999999999997
4.7000000000000005e-07,1.0279999999999998
4.75e-07,0.99999999999999989
4.8000000000000006e-07,2.0030000000000001
4.8500000000000002e-07,6.8470000000000013
4.9000000000000007e-07,6.4369999999999994
4.9500000000000003e-07,3.4460000000000002
5.0000000000000008e-07,1.6729999999999998
5.0500000000000004e-07,0.83799999999999997
5.0999999999999999e-07,0.57499999999999996
5.1500000000000005e-07,0.47999999999999998
5.2e-07,0.46299999999999997
5.2500000000000006e-07,0.54100000000000004
5.3000000000000001e-07,0.91900000000000015
5.3500000000000007e-07,3.46
5.4000000000000002e-07,23.728999999999999
5.4500000000000008e-07,43.699999999999996
5.5000000000000003e-07,15.651000000000002
5.5500000000000009e-07,3.9750000000000001
5.6000000000000004e-07,2.4580000000000002
5.6499999999999999e-07,2.2759999999999994
5.7000000000000005e-07,2.2639999999999998
5.75e-07,5.4399999999999995
5.8000000000000006e-07,9.0459999999999994
5.8500000000000001e-07,10.028000000000002
5.9000000000000007e-07,8.8620000000000001
5.9500000000000002e-07,7.2670000000000012
6.0000000000000008e-07,6.1459999999999999
6.0500000000000003e-07,5.4659999999999993
6.1000000000000009e-07,47.270000000000003
6.1500000000000004e-07,23.714000000000002
6.1999999999999999e-07,7.7060000000000004
6.2500000000000005e-07,8.6060000000000016
6.3e-07,9.4979999999999993
6.3500000000000006e-07,2.8239999999999998
6.4000000000000001e-07,1.7520000000000002
6.4500000000000007e-07,1.7150000000000001
6.5000000000000002e-07,3.0090000000000003
6.5500000000000008e-07,1.8859999999999995
6.6000000000000003e-07,1.7709999999999999
6.6500000000000009e-07,1.536
6.7000000000000004e-07,1.022
6.75e-07,0.84599999999999997
6.8000000000000005e-07,0.91000000000000014
6.8500000000000001e-07,1.431
6.9000000000000006e-07,1.3100000000000001
6.9500000000000002e-07,0.80500000000000016
7.0000000000000007e-07,0.48599999999999999
7.0500000000000003e-07,3.2120000000000006
7.1000000000000008e-07,4.3390000000000013
7.1500000000000004e-07,0.99300000000000022
7.2000000000000009e-07,0.20699999999999996
7.2500000000000005e-07,0.183
7.3e-07,0.14499999999999999
7.3500000000000006e-07,0.11300000000000002
7.4000000000000001e-07,0.18100000000000002
7.4500000000000007e-07,0.16099999999999998
7.5000000000000002e-07,0.10400000000000001
7.5500000000000008e-07,0.13
7.6000000000000003e-07,0.21900000000000003
7.6500000000000009e-07,0.064000000000000001
7.7000000000000004e-07,0.092999999999999985
7.750000000000001e-07,0.050999999999999983
7.8000000000000005e-07,0.027
