wavelength,k
4e-07,2.99
4.2e-07,2.95
4.4e-07,2.98
4.6e-07,3.0
4.8e-07,3.04
5e-07,3.07
5.2e-07,3.08
5.4e-07,3.15
5.6e-07,3.17
5.8e-07,3.23
6e-07,3.25
6.2e-07,3.25
6.4e-07,3.3
6.6e-07,3.36
6.8e-07,3.38
7e-07,3.41
7.2e-07,3.44
7.4e-07,3.47
7.6e-07,3.62
7.8e-07,3.72
8e-07,3.85
8.2e-07,3.9
8.4e-07,4.03
8.5e-07,4.06
8.8e-07,4.16
9e-07,4.32
9.2e-07,4.41
9.5e-07,4.62
9.8e-07,4.8
1e-06,4.94
1.05e-06,5.37
1.1e-06,5.66
1.2e-06,6.31
1.3e-06,7.04
1.4e-06,7.64
1.5e-06,8.24
1.6e-06,8.96
1.7e-06,9.61
1.8e-06,10.3
1.9e-06,11.0
2e-06,11.6
2.1e-06,12.2
2.2e-06,13.1
2.3e-06,13.6
2.4e-06,14.0
2.5e-06,14.4
2.6e-06,15.3
2.8e-06,16.3
3e-06,17.3
3.5e-06,19.8
4e-06,22.2
4.22e-06,23.4
4.5e-06,25.1
4.7e-06,26.8
5e-06,27.7
5.5e-06,29.6
6e-06,31.0
6.2e-06,32.7
6.5e-06,33.9
6.8e-06,34.8
7e-06,36.2
7.5e-06,37.4
8e-06,38.8
9e-06,41.0
1e-05,44.3
