wavelength,k
2.07e-16,2.45
2.1e-16,2.475
2.14e-16,2.51
2.18e-16,2.56
2.21e-16,2.619
2.25e-16,2.659
2.3e-16,2.663
2.34e-16,2.648
2.38e-16,2.651
2.43e-16,2.688
2.48e-16,2.749
2.53e-16,2.825
2.58e-16,2.921
2.64e-16,3.043
2.7e-16,3.19
2.76e-16,3.369
2.82e-16,3.604
2.88e-16,3.872
2.95e-16,4.078
3.02e-16,3.992
3.1e-16,3.708
3.18e-16,3.415
3.26e-16,3.163
3.35e-16,2.964
3.44e-16,2.778
3.54e-16,2.623
3.65e-16,2.5
3.76e-16,2.378
3.87e-16,2.253
4e-16,2.16
4.13e-16,2.119
4.28e-16,2.116
4.43e-16,2.148
4.59e-16,2.19
4.77e-16,2.268
4.96e-16,2.289
5.17e-16,2.0
5.39e-16,1.812
5.64e-16,1.77
5.9e-16,1.843
6.2e-16,1.465
6.53e-16,0.881
6.89e-16,0.647
7.29e-16,0.514
7.75e-16,0.407
8.27e-16,0.338
8.86e-16,0.299
9.54e-16,0.268
1.033e-15,0.225
1.127e-15,0.201
1.24e-15,0.173
1.378e-15,0.145
1.55e-15,0.125
1.771e-15,0.023
2.066e-15,0.0
2.48e-15,0.0
