wavelength,y_bar
7.95e-07,5.736935e-06
7.96e-07,5.389831e-06
7.97e-07,5.065269e-06
7.98e-07,4.761667e-06
7.99e-07,4.477561e-06
8e-07,4.211597e-06
8.01e-07,3.962457e-06
8.02e-07,3.728674e-06
8.03e-07,3.508881e-06
8.04e-07,3.301868e-06
8.05e-07,3.106561e-06
8.06e-07,2.922119e-06
8.07e-07,2.748208e-06
8.08e-07,2.58456e-06
8.09e-07,2.430867e-06
8.1e-07,2.286786e-06
8.11e-07,2.151905e-06
8.12e-07,2.025656e-06
8.13e-07,1.907464e-06
8.14e-07,1.796794e-06
8.15e-07,1.693147e-06
8.16e-07,1.596032e-06
8.17e-07,1.504903e-06
8.18e-07,1.419245e-06
8.19e-07,1.3386e-06
8.2e-07,1.262556e-06
8.21e-07,1.190771e-06
8.22e-07,1.123031e-06
8.23e-07,1.059151e-06
8.24e-07,9.989507e-07
8.25e-07,9.422514e-07
8.26e-07,8.888804e-07
8.27e-07,8.38669e-07
8.28e-07,7.914539e-07
8.29e-07,7.47077e-07
8.3e-07,7.05386e-07
