wavelength,k
2.07e-07,2.623
2.1e-07,2.617
2.14e-07,2.612
2.18e-07,2.625
2.21e-07,2.653
2.25e-07,2.686
2.3e-07,2.698
2.34e-07,2.693
2.38e-07,2.694
2.43e-07,2.724
2.48e-07,2.778
2.53e-07,2.846
2.58e-07,2.906
2.64e-07,3.048
2.7e-07,3.173
2.76e-07,3.328
2.82e-07,3.513
2.88e-07,3.736
2.95e-07,3.945
3.02e-07,3.911
3.1e-07,3.682
3.18e-07,3.438
3.26e-07,3.211
3.35e-07,3.016
3.44e-07,2.85
3.54e-07,2.712
3.65e-07,2.574
3.76e-07,2.425
3.87e-07,2.329
4e-07,2.273
4.13e-07,2.249
4.28e-07,2.259
4.43e-07,2.286
4.59e-07,2.318
4.77e-07,2.101
4.96e-07,1.909
5.17e-07,1.833
5.39e-07,1.845
5.64e-07,1.539
5.9e-07,0.974
6.2e-07,0.674
6.53e-07,0.497
6.89e-07,0.361
7.29e-07,0.24
7.75e-07,0.174
8.27e-07,0.133
8.86e-07,0.125
9.54e-07,0.109
1.033e-06,0.075
1.127e-06,0.033
1.24e-06,8.13151629364e-19
1.378e-06,1.08420217249e-19
1.55e-06,-1.21972744405e-19
1.771e-06,-9.48676900925e-20
2.066e-06,0.0
2.48e-06,0.0
