wavelength,n
6.67e-16,1.6232262
7.14e-16,2.0208103
7.69e-16,2.6528613
8.33e-16,2.7846191
9.09e-16,2.0063894
1e-15,1.3789601
1.05e-15,1.2553502
1.11e-15,1.2211025
1.18e-15,1.2366448
1.25e-15,1.2324984
1.33e-15,1.2712686
1.43e-15,1.3374754
1.54e-15,1.4501184
1.67e-15,1.6474236
1.82e-15,1.8892471
2e-15,2.1962737
2.11e-15,2.4038118
2.22e-15,2.6179915
2.35e-15,2.8842412
2.5e-15,3.181563
2.67e-15,3.569359
2.86e-15,4.0097886
3.08e-15,4.5104289
3.33e-15,5.0466806
3.64e-15,5.7888
4e-15,6.557991
4.44e-15,7.6669569
5e-15,8.8866481
5.71e-15,10.62581
6.67e-15,13.385937
8e-15,17.708575
1e-14,25.832564
1.11e-14,30.167884
1.25e-14,35.49229
1.43e-14,42.226361
1.67e-14,50.744867
2e-14,61.871514
2.22e-14,68.262241
2.5e-14,76.681189
2.86e-14,88.918176
3.33e-14,108.95823
4e-14,134.05166
4.44e-14,149.32871
5e-14,167.0781
5.71e-14,188.04844
6.67e-14,213.38844
8e-14,245.0098
1e-13,286.08777
1.25e-13,329.97183
1.54e-13,374.73526
2e-13,436.98909
