wavelength,k
1.88e-16,1.9
1.92e-16,1.92
1.95e-16,1.93
1.99e-16,1.94
2.03e-16,1.94
2.07e-16,1.94
2.12e-16,1.94
2.16e-16,1.95
2.21e-16,1.98
2.26e-16,2.01
2.31e-16,2.07
2.37e-16,2.14
2.43e-16,2.2
2.49e-16,2.29
2.55e-16,2.37
2.62e-16,2.45
2.69e-16,2.55
2.76e-16,2.63
2.84e-16,2.73
2.92e-16,2.84
3.01e-16,2.95
3.11e-16,3.06
3.2e-16,3.15
3.32e-16,3.22
3.42e-16,3.29
3.54e-16,3.34
3.68e-16,3.4
3.81e-16,3.45
3.97e-16,3.48
4.13e-16,3.49
4.31e-16,3.49
4.51e-16,3.46
4.71e-16,3.38
4.96e-16,3.26
5.21e-16,3.18
5.49e-16,3.04
5.82e-16,3.0
6.17e-16,3.02
6.59e-16,3.09
7.04e-16,3.15
7.56e-16,3.2
8.21e-16,3.25
8.92e-16,3.34
9.84e-16,3.5
1.088e-15,3.78
1.216e-15,4.33
1.393e-15,5.18
1.61e-15,6.34
1.937e-15,7.9
