wavelength,HP1
3.8000000000000001e-07,1.8999999999999999
3.8500000000000002e-07,2.2000000000000006
3.9000000000000002e-07,2.5
3.9500000000000003e-07,2.7000000000000002
4.0000000000000003e-07,3.1000000000000001
4.0500000000000004e-07,4.2999999999999998
4.1000000000000004e-07,3.7999999999999998
4.1500000000000005e-07,4.2000000000000002
4.2e-07,4.7999999999999998
4.2500000000000001e-07,5.1899999999999995
4.3000000000000001e-07,5.8899999999999997
4.3500000000000002e-07,7.3900000000000006
4.4000000000000002e-07,7.8900000000000006
4.4500000000000003e-07,5.6900000000000004
4.5000000000000003e-07,12.890000000000001
4.5500000000000004e-07,6.6900000000000004
4.6000000000000004e-07,4.2999999999999989
4.6500000000000005e-07,20.780000000000001
4.7000000000000005e-07,12.989999999999998
4.75e-07,6.6899999999999995
4.8000000000000006e-07,1.4000000000000001
4.8500000000000002e-07,1.5000000000000002
4.9000000000000007e-07,3.2000000000000002
4.9500000000000003e-07,18.18
5.0000000000000008e-07,56.240000000000009
5.0500000000000004e-07,2.9000000000000021
5.0999999999999999e-07,2.1000000000000005
5.1500000000000005e-07,13.390000000000001
5.2e-07,2.0999999999999996
5.2500000000000006e-07,2.0
5.3000000000000001e-07,2.2000000000000006
5.3500000000000007e-07,2.3000000000000003
5.4000000000000002e-07,2.6000000000000005
5.4500000000000008e-07,5.0999999999999996
5.5000000000000003e-07,11.390000000000001
5.5500000000000009e-07,15.48
5.6000000000000004e-07,20.780000000000001
5.6499999999999999e-07,55.639999999999993
5.7000000000000005e-07,254.03000000000003
5.75e-07,56.139999999999993
5.8000000000000006e-07,111.78
5.8500000000000001e-07,297.98000000000002
5.9000000000000007e-07,142.55000000000001
5.9500000000000002e-07,334.83999999999997
6.0000000000000008e-07,189.39999999999998
6.0500000000000003e-07,117.78
6.1000000000000009e-07,79.919999999999987
6.1500000000000004e-07,108.08999999999999
6.1999999999999999e-07,46.849999999999994
6.2500000000000005e-07,38.159999999999997
6.3e-07,32.469999999999999
6.3500000000000006e-07,28.370000000000001
6.4000000000000001e-07,25.370000000000001
6.4500000000000007e-07,22.98
6.5000000000000002e-07,20.379999999999999
6.5500000000000008e-07,19.780000000000001
6.6000000000000003e-07,17.780000000000001
6.6500000000000009e-07,16.780000000000001
6.7000000000000004e-07,19.18
6.75e-07,17.98
6.8000000000000005e-07,13.690000000000001
6.8500000000000001e-07,9.990000000000002
6.9000000000000006e-07,8.1899999999999977
6.9500000000000002e-07,7.5899999999999999
7.0000000000000007e-07,6.9899999999999993
7.0500000000000003e-07,6.7899999999999991
7.1000000000000008e-07,6.4900000000000002
7.1500000000000004e-07,6.3899999999999997
7.2000000000000009e-07,6.0899999999999999
7.2500000000000005e-07,5.9899999999999993
7.3e-07,5.79
7.3500000000000006e-07,5.7900000000000009
7.4000000000000001e-07,5.79
7.4500000000000007e-07,5.79
7.5000000000000002e-07,6.3900000000000006
7.5500000000000008e-07,5.9899999999999993
7.6000000000000003e-07,5.5899999999999999
7.6500000000000009e-07,31.969999999999999
7.7000000000000004e-07,27.870000000000001
7.750000000000001e-07,5.8900000000000006
7.8000000000000005e-07,6.6900000000000004
