wavelength,HP3
3.8000000000000001e-07,3.1499999999999999
3.8500000000000002e-07,7.4900000000000002
3.9000000000000002e-07,10.870000000000001
3.9500000000000003e-07,12.57
4.0000000000000003e-07,12.970000000000001
4.0500000000000004e-07,21.289999999999999
4.1000000000000004e-07,26.289999999999996
4.1500000000000005e-07,30.180000000000003
4.2e-07,43.059999999999995
4.2500000000000001e-07,29.579999999999998
4.3000000000000001e-07,23.18
4.3500000000000002e-07,35.280000000000001
4.4000000000000002e-07,26.289999999999999
4.4500000000000003e-07,24.289999999999999
4.5000000000000003e-07,22.91
4.5500000000000004e-07,26.199999999999999
4.6000000000000004e-07,29.309999999999999
4.6500000000000005e-07,25.300000000000001
4.7000000000000005e-07,28.140000000000001
4.75e-07,24.050000000000001
4.8000000000000006e-07,21.819999999999997
4.8500000000000002e-07,20.510000000000005
4.9000000000000007e-07,23.050000000000001
4.9500000000000003e-07,26.98
5.0000000000000008e-07,30.960000000000001
5.0500000000000004e-07,30.719999999999999
5.0999999999999999e-07,27.129999999999999
5.1500000000000005e-07,29.550000000000004
5.2e-07,34.219999999999999
5.2500000000000006e-07,29.979999999999997
5.3000000000000001e-07,41.210000000000001
5.3500000000000007e-07,173.13999999999999
5.4000000000000002e-07,141.37
5.4500000000000008e-07,64.980000000000004
5.5000000000000003e-07,33.830000000000005
5.5500000000000009e-07,34.259999999999991
5.6000000000000004e-07,33.319999999999993
5.6499999999999999e-07,52.79999999999999
5.7000000000000005e-07,74.290000000000006
5.75e-07,47.969999999999999
5.8000000000000006e-07,49.200000000000003
5.8500000000000001e-07,96.069999999999993
5.9000000000000007e-07,85.409999999999997
5.9500000000000002e-07,175.18000000000001
6.0000000000000008e-07,153.72999999999999
6.0500000000000003e-07,120.22
6.1000000000000009e-07,98.899999999999991
6.1500000000000004e-07,90.219999999999999
6.1999999999999999e-07,70.069999999999993
6.2500000000000005e-07,66.840000000000003
6.3e-07,57.609999999999999
6.3500000000000006e-07,53.029999999999994
6.4000000000000001e-07,49.850000000000001
6.4500000000000007e-07,48.159999999999997
6.5000000000000002e-07,42.760000000000005
6.5500000000000008e-07,50.639999999999993
6.6000000000000003e-07,48.420000000000002
6.6500000000000009e-07,41.27000000000001
6.7000000000000004e-07,43.439999999999991
6.75e-07,40.479999999999997
6.8000000000000005e-07,35.159999999999997
6.8500000000000001e-07,34.939999999999998
6.9000000000000006e-07,24.68
6.9500000000000002e-07,24.700000000000003
7.0000000000000007e-07,21.489999999999995
7.0500000000000003e-07,19.489999999999998
7.1000000000000008e-07,18.48
7.1500000000000004e-07,17.550000000000001
7.2000000000000009e-07,17.359999999999999
7.2500000000000005e-07,17.09
7.3e-07,16.320000000000004
7.3500000000000006e-07,16.070000000000004
7.4000000000000001e-07,16.579999999999998
7.4500000000000007e-07,15.779999999999999
7.5000000000000002e-07,17.66
7.5500000000000008e-07,20.460000000000001
7.6000000000000003e-07,16.590000000000003
7.6500000000000009e-07,17.809999999999999
7.7000000000000004e-07,16.07
7.750000000000001e-07,14.830000000000002
7.8000000000000005e-07,14.609999999999999
