wavelength,HP4
3.8000000000000001e-07,9.8000000000000007
3.8500000000000002e-07,13.300000000000001
3.9000000000000002e-07,19.969999999999999
3.9500000000000003e-07,25.809999999999999
4.0000000000000003e-07,24.690000000000001
4.0500000000000004e-07,47.659999999999997
4.1000000000000004e-07,54.439999999999998
4.1500000000000005e-07,63.82
4.2e-07,85.519999999999996
4.2500000000000001e-07,60.539999999999992
4.3000000000000001e-07,38.369999999999997
4.3500000000000002e-07,88.200000000000003
4.4000000000000002e-07,44.939999999999998
4.4500000000000003e-07,35.640000000000008
4.5000000000000003e-07,30.75
4.5500000000000004e-07,33.770000000000003
4.6000000000000004e-07,40.810000000000009
4.6500000000000005e-07,33.770000000000003
4.7000000000000005e-07,35.280000000000001
4.75e-07,32.549999999999997
4.8000000000000006e-07,29.439999999999998
4.8500000000000002e-07,26.16
4.9000000000000007e-07,29.960000000000001
4.9500000000000003e-07,32.829999999999998
5.0000000000000008e-07,33.579999999999998
5.0500000000000004e-07,41.159999999999997
5.0999999999999999e-07,32.93
5.1500000000000005e-07,32.130000000000003
5.2e-07,34.450000000000003
5.2500000000000006e-07,30.120000000000001
5.3000000000000001e-07,41.13000000000001
5.3500000000000007e-07,187.09999999999999
5.4000000000000002e-07,101.37
5.4500000000000008e-07,123.95999999999999
5.5000000000000003e-07,42.469999999999999
5.5500000000000009e-07,34.729999999999997
5.6000000000000004e-07,31.82
5.6499999999999999e-07,54.670000000000002
5.7000000000000005e-07,57.45000000000001
5.75e-07,70.430000000000007
5.8000000000000006e-07,69.499999999999986
5.8500000000000001e-07,49.369999999999997
5.9000000000000007e-07,183.34999999999999
5.9500000000000002e-07,162.15000000000001
6.0000000000000008e-07,109.34999999999999
6.0500000000000003e-07,72.379999999999995
6.1000000000000009e-07,70.599999999999994
6.1500000000000004e-07,58.079999999999991
6.1999999999999999e-07,44.129999999999995
6.2500000000000005e-07,50.200000000000003
6.3e-07,40.799999999999997
6.3500000000000006e-07,37.909999999999989
6.4000000000000001e-07,36.710000000000001
6.4500000000000007e-07,38.299999999999997
6.5000000000000002e-07,31.240000000000002
6.5500000000000008e-07,35.310000000000002
6.6000000000000003e-07,45.619999999999997
6.6500000000000009e-07,35.82
6.7000000000000004e-07,89.909999999999997
6.75e-07,36.009999999999998
6.8000000000000005e-07,32.57
6.8500000000000001e-07,39.259999999999998
6.9000000000000006e-07,23.27
6.9500000000000002e-07,25.300000000000001
7.0000000000000007e-07,20.02
7.0500000000000003e-07,17.539999999999999
7.1000000000000008e-07,16.25
7.1500000000000004e-07,15.199999999999999
7.2000000000000009e-07,15.15
7.2500000000000005e-07,15.220000000000001
7.3e-07,14.26
7.3500000000000006e-07,12.630000000000003
7.4000000000000001e-07,14.75
7.4500000000000007e-07,13.19
7.5000000000000002e-07,17.629999999999999
7.5500000000000008e-07,23.379999999999999
7.6000000000000003e-07,16.02
7.6500000000000009e-07,24.459999999999997
7.7000000000000004e-07,22.050000000000001
7.750000000000001e-07,16.109999999999999
7.8000000000000005e-07,12.91
