wavelength,D50
3.0000000000000004e-07,0.019
3.0500000000000004e-07,1.0349999999999999
3.1e-07,2.0510000000000002
3.15e-07,4.9139999999999997
3.2000000000000001e-07,7.7779999999999987
3.2500000000000001e-07,11.262999999999998
3.3000000000000002e-07,14.748000000000001
3.3500000000000002e-07,16.347999999999999
3.4000000000000003e-07,17.948
3.4500000000000003e-07,19.478999999999996
3.5000000000000004e-07,21.010000000000002
3.5500000000000004e-07,22.475999999999999
3.6000000000000005e-07,23.942
3.65e-07,25.450999999999997
3.7e-07,26.960999999999999
3.7500000000000001e-07,25.724000000000004
3.8000000000000001e-07,24.488000000000003
3.8500000000000002e-07,27.179000000000002
3.9000000000000002e-07,29.870999999999999
3.9500000000000003e-07,39.589000000000006
4.0000000000000003e-07,49.308
4.0500000000000004e-07,52.910000000000004
4.1000000000000004e-07,56.512999999999991
4.1500000000000005e-07,58.273000000000003
4.2e-07,60.034000000000006
4.2500000000000001e-07,58.926000000000002
4.3000000000000001e-07,57.817999999999998
4.3500000000000002e-07,66.321000000000012
4.4000000000000002e-07,74.825000000000003
4.4500000000000003e-07,81.036000000000016
4.5000000000000003e-07,87.247000000000014
4.5500000000000004e-07,88.930000000000007
4.6000000000000004e-07,90.612000000000009
4.6500000000000005e-07,90.989999999999995
4.7000000000000005e-07,91.367999999999995
4.75e-07,93.238
4.8000000000000006e-07,95.109000000000009
4.8500000000000002e-07,93.536000000000016
4.9000000000000007e-07,91.962999999999994
4.9500000000000003e-07,93.843000000000018
5.0000000000000008e-07,95.72399999999999
5.0500000000000004e-07,96.168999999999983
5.0999999999999999e-07,96.613
5.1500000000000005e-07,96.871000000000009
5.2e-07,97.129000000000005
5.2500000000000006e-07,99.614000000000004
5.3000000000000001e-07,102.09900000000002
5.3500000000000007e-07,101.42699999999999
5.4000000000000002e-07,100.755
5.4500000000000008e-07,101.536
5.5000000000000003e-07,102.31699999999999
5.5500000000000009e-07,101.15900000000001
5.6000000000000004e-07,99.999999999999986
5.6499999999999999e-07,98.868000000000009
5.7000000000000005e-07,97.734999999999985
5.75e-07,98.326999999999998
5.8000000000000006e-07,98.918000000000006
5.8500000000000001e-07,96.208000000000013
5.9000000000000007e-07,93.498999999999995
5.9500000000000002e-07,95.592999999999989
6.0000000000000008e-07,97.688000000000002
6.0500000000000003e-07,98.47799999999998
6.1000000000000009e-07,99.269000000000005
6.1500000000000004e-07,99.154999999999987
6.1999999999999999e-07,99.042000000000002
6.2500000000000005e-07,97.382000000000005
6.3e-07,95.721999999999994
6.3500000000000006e-07,97.289999999999992
6.4000000000000001e-07,98.856999999999999
6.4500000000000007e-07,97.262
6.5000000000000002e-07,95.667000000000002
6.5500000000000008e-07,96.929000000000002
6.6000000000000003e-07,98.189999999999998
6.6500000000000009e-07,100.59700000000001
6.7000000000000004e-07,103.003
6.75e-07,101.068
6.8000000000000005e-07,99.132999999999996
6.8500000000000001e-07,93.257000000000005
6.9000000000000006e-07,87.381
6.9500000000000002e-07,89.49199999999999
7.0000000000000007e-07,91.604000000000013
7.0500000000000003e-07,92.246000000000024
7.1000000000000008e-07,92.888999999999996
7.1500000000000004e-07,84.872000000000014
7.2000000000000009e-07,76.853999999999999
7.2500000000000005e-07,81.682999999999993
7.3e-07,86.51100000000001
7.3500000000000006e-07,89.546000000000006
7.4000000000000001e-07,92.580000000000013
7.4500000000000007e-07,85.405000000000001
7.5000000000000002e-07,78.230000000000004
7.5500000000000008e-07,67.960999999999999
7.6000000000000003e-07,57.692000000000007
7.6500000000000009e-07,70.306999999999988
7.7000000000000004e-07,82.923000000000002
7.750000000000001e-07,80.599000000000004
7.8000000000000005e-07,78.274000000000001
