wavelength,F10
3.8000000000000001e-07,1.1100000000000001
3.8500000000000002e-07,0.80000000000000004
3.9000000000000002e-07,0.62000000000000011
3.9500000000000003e-07,0.56999999999999984
4.0000000000000003e-07,1.48
4.0500000000000004e-07,12.16
4.1000000000000004e-07,2.120000000000001
4.1500000000000005e-07,2.7000000000000002
4.2e-07,3.7400000000000002
4.2500000000000001e-07,5.1400000000000006
4.3000000000000001e-07,6.75
4.3500000000000002e-07,34.390000000000001
4.4000000000000002e-07,14.859999999999999
4.4500000000000003e-07,10.4
4.5000000000000003e-07,10.759999999999998
4.5500000000000004e-07,10.67
4.6000000000000004e-07,10.109999999999999
4.6500000000000005e-07,9.2699999999999996
4.7000000000000005e-07,8.2899999999999991
4.75e-07,7.29
4.8000000000000006e-07,7.9100000000000001
4.8500000000000002e-07,16.640000000000001
4.9000000000000007e-07,16.73
4.9500000000000003e-07,10.44
5.0000000000000008e-07,5.9399999999999995
5.0500000000000004e-07,3.3399999999999999
5.0999999999999999e-07,2.3500000000000005
5.1500000000000005e-07,1.8800000000000001
5.2e-07,1.5900000000000001
5.2500000000000006e-07,1.4699999999999998
5.3000000000000001e-07,1.8000000000000003
5.3500000000000007e-07,5.71
5.4000000000000002e-07,40.979999999999997
5.4500000000000008e-07,73.689999999999998
5.5000000000000003e-07,33.610000000000007
5.5500000000000009e-07,8.2399999999999984
5.6000000000000004e-07,3.3799999999999994
5.6499999999999999e-07,2.4700000000000006
5.7000000000000005e-07,2.1400000000000001
5.75e-07,4.8600000000000012
5.8000000000000006e-07,11.449999999999999
5.8500000000000001e-07,14.789999999999999
5.9000000000000007e-07,12.16
5.9500000000000002e-07,8.9700000000000006
6.0000000000000008e-07,6.5199999999999996
6.0500000000000003e-07,8.3100000000000005
6.1000000000000009e-07,44.119999999999997
6.1500000000000004e-07,34.549999999999997
6.1999999999999999e-07,12.09
6.2500000000000005e-07,12.149999999999999
6.3e-07,10.52
6.3500000000000006e-07,4.4299999999999997
6.4000000000000001e-07,1.9499999999999997
6.4500000000000007e-07,2.1899999999999999
6.5000000000000002e-07,3.1899999999999999
6.5500000000000008e-07,2.77
6.6000000000000003e-07,2.29
6.6500000000000009e-07,2.0
6.7000000000000004e-07,1.52
6.75e-07,1.3500000000000001
6.8000000000000005e-07,1.4700000000000002
6.8500000000000001e-07,1.79
6.9000000000000006e-07,1.7399999999999998
6.9500000000000002e-07,1.0200000000000002
7.0000000000000007e-07,1.1399999999999999
7.0500000000000003e-07,3.3199999999999998
7.1000000000000008e-07,4.4900000000000002
7.1500000000000004e-07,2.0499999999999998
7.2000000000000009e-07,0.48999999999999999
7.2500000000000005e-07,0.23999999999999996
7.3e-07,0.20999999999999999
7.3500000000000006e-07,0.21000000000000002
7.4000000000000001e-07,0.23999999999999996
7.4500000000000007e-07,0.24000000000000002
7.5000000000000002e-07,0.21000000000000002
7.5500000000000008e-07,0.17000000000000001
7.6000000000000003e-07,0.20999999999999999
7.6500000000000009e-07,0.22
7.7000000000000004e-07,0.17000000000000001
7.750000000000001e-07,0.11999999999999998
7.8000000000000005e-07,0.089999999999999997
