wavelength,FL3.3
3.8000000000000001e-07,8.9399999999999995
3.8500000000000002e-07,11.210000000000001
3.9000000000000002e-07,14.080000000000002
3.9500000000000003e-07,16.479999999999997
4.0000000000000003e-07,19.629999999999999
4.0500000000000004e-07,116.33
4.1000000000000004e-07,32.07
4.1500000000000005e-07,29.719999999999995
4.2e-07,33.390000000000001
4.2500000000000001e-07,36.940000000000005
4.3000000000000001e-07,40.329999999999998
4.3500000000000002e-07,262.66000000000003
4.4000000000000002e-07,46.86999999999999
4.4500000000000003e-07,49.789999999999999
4.5000000000000003e-07,52.460000000000008
4.5500000000000004e-07,54.810000000000016
4.6000000000000004e-07,56.810000000000002
4.6500000000000005e-07,58.439999999999998
4.7000000000000005e-07,59.519999999999996
4.75e-07,60.11999999999999
4.8000000000000006e-07,60.240000000000002
4.8500000000000002e-07,59.879999999999995
4.9000000000000007e-07,59.880000000000003
4.9500000000000003e-07,58.600000000000009
5.0000000000000008e-07,57.849999999999994
5.0500000000000004e-07,56.289999999999999
5.0999999999999999e-07,54.810000000000009
5.1500000000000005e-07,53.420000000000002
5.2e-07,52.700000000000003
5.2500000000000006e-07,52.5
5.3000000000000001e-07,53.299999999999997
5.3500000000000007e-07,54.889999999999993
5.4000000000000002e-07,57.609999999999999
5.4500000000000008e-07,182.75
5.5000000000000003e-07,65.27000000000001
5.5500000000000009e-07,69.409999999999997
5.6000000000000004e-07,73.280000000000001
5.6499999999999999e-07,76.560000000000002
5.7000000000000005e-07,78.670000000000016
5.75e-07,95.739999999999995
5.8000000000000006e-07,97.219999999999999
5.8500000000000001e-07,76.79000000000002
5.9000000000000007e-07,73.359999999999999
5.9500000000000002e-07,69.329999999999998
6.0000000000000008e-07,64.22999999999999
6.0500000000000003e-07,58.920000000000002
6.1000000000000009e-07,53.380000000000003
6.1500000000000004e-07,47.909999999999997
6.1999999999999999e-07,42.609999999999999
6.2500000000000005e-07,37.740000000000002
6.3e-07,33.109999999999999
6.3500000000000006e-07,29.039999999999996
6.4000000000000001e-07,25.290000000000003
6.4500000000000007e-07,22.100000000000001
6.5000000000000002e-07,19.310000000000002
6.5500000000000008e-07,16.839999999999996
6.6000000000000003e-07,14.68
6.6500000000000009e-07,12.890000000000001
6.7000000000000004e-07,11.369999999999999
6.75e-07,9.9700000000000006
6.8000000000000005e-07,8.8200000000000021
6.8500000000000001e-07,7.8600000000000003
6.9000000000000006e-07,7.7799999999999994
6.9500000000000002e-07,6.2999999999999998
7.0000000000000007e-07,5.6699999999999999
7.0500000000000003e-07,5.1500000000000012
7.1000000000000008e-07,4.9100000000000001
7.1500000000000004e-07,4.3100000000000005
7.2000000000000009e-07,3.9900000000000002
7.2500000000000005e-07,3.6699999999999999
7.3e-07,3.4300000000000006
7.3500000000000006e-07,3.1899999999999995
7.4000000000000001e-07,2.9500000000000002
7.4500000000000007e-07,2.7499999999999996
7.5000000000000002e-07,2.6300000000000003
7.5500000000000008e-07,2.4299999999999997
7.6000000000000003e-07,7.1399999999999997
7.6500000000000009e-07,2.1899999999999999
7.7000000000000004e-07,2.71
7.750000000000001e-07,2.0
7.8000000000000005e-07,1.8
