wavelength,D65
3.0000000000000004e-07,0.034099999999999998
3.0500000000000004e-07,1.6642999999999999
3.1e-07,3.2945000000000007
3.15e-07,11.7652
3.2000000000000001e-07,20.235999999999997
3.2500000000000001e-07,28.6447
3.3000000000000002e-07,37.0535
3.3500000000000002e-07,38.501099999999994
3.4000000000000003e-07,39.948800000000006
3.4500000000000003e-07,42.430199999999999
3.5000000000000004e-07,44.911700000000003
3.5500000000000004e-07,45.774999999999999
3.6000000000000005e-07,46.638300000000001
3.65e-07,49.363699999999994
3.7e-07,52.089100000000009
3.7500000000000001e-07,51.032299999999999
3.8000000000000001e-07,49.975499999999997
3.8500000000000002e-07,52.311800000000005
3.9000000000000002e-07,54.648200000000003
3.9500000000000003e-07,68.701499999999996
4.0000000000000003e-07,82.754900000000006
4.0500000000000004e-07,87.120400000000004
4.1000000000000004e-07,91.48599999999999
4.1500000000000005e-07,92.458899999999986
4.2e-07,93.431799999999981
4.2500000000000001e-07,90.057000000000016
4.3000000000000001e-07,86.682299999999998
4.3500000000000002e-07,95.773600000000016
4.4000000000000002e-07,104.86499999999999
4.4500000000000003e-07,110.93600000000004
4.5000000000000003e-07,117.00800000000002
4.5500000000000004e-07,117.41000000000001
4.6000000000000004e-07,117.81199999999998
4.6500000000000005e-07,116.33599999999998
4.7000000000000005e-07,114.86099999999999
4.75e-07,115.392
4.8000000000000006e-07,115.92299999999999
4.8500000000000002e-07,112.36700000000002
4.9000000000000007e-07,108.81099999999999
4.9500000000000003e-07,109.08199999999999
5.0000000000000008e-07,109.35400000000001
5.0500000000000004e-07,108.57799999999999
5.0999999999999999e-07,107.80200000000002
5.1500000000000005e-07,106.29600000000001
5.2e-07,104.79000000000001
5.2500000000000006e-07,106.239
5.3000000000000001e-07,107.68899999999999
5.3500000000000007e-07,106.047
5.4000000000000002e-07,104.405
5.4500000000000008e-07,104.22499999999999
5.5000000000000003e-07,104.04600000000001
5.5500000000000009e-07,102.02299999999998
5.6000000000000004e-07,100.0
5.6499999999999999e-07,98.167100000000019
5.7000000000000005e-07,96.334199999999996
5.75e-07,96.061099999999982
5.8000000000000006e-07,95.787999999999997
5.8500000000000001e-07,92.236800000000002
5.9000000000000007e-07,88.685599999999994
5.9500000000000002e-07,89.3459
6.0000000000000008e-07,90.006200000000007
6.0500000000000003e-07,89.802599999999998
6.1000000000000009e-07,89.599099999999993
6.1500000000000004e-07,88.648899999999998
6.1999999999999999e-07,87.698699999999988
6.2500000000000005e-07,85.493600000000001
6.3e-07,83.288600000000002
6.3500000000000006e-07,83.493899999999982
6.4000000000000001e-07,83.699200000000019
6.4500000000000007e-07,81.863
6.5000000000000002e-07,80.026799999999994
6.5500000000000008e-07,80.120699999999999
6.6000000000000003e-07,80.214600000000004
6.6500000000000009e-07,81.246200000000002
6.7000000000000004e-07,82.277799999999985
6.75e-07,80.281000000000006
6.8000000000000005e-07,78.284200000000013
6.8500000000000001e-07,74.002700000000004
6.9000000000000006e-07,69.721299999999999
6.9500000000000002e-07,70.665199999999999
7.0000000000000007e-07,71.609099999999998
7.0500000000000003e-07,72.979000000000013
7.1000000000000008e-07,74.349000000000004
7.1500000000000004e-07,67.976500000000001
7.2000000000000009e-07,61.603999999999999
7.2500000000000005e-07,65.744799999999998
7.3e-07,69.885599999999997
7.3500000000000006e-07,72.4863
7.4000000000000001e-07,75.086999999999989
7.4500000000000007e-07,69.339799999999997
7.5000000000000002e-07,63.592700000000008
7.5500000000000008e-07,55.005400000000002
7.6000000000000003e-07,46.418200000000006
7.6500000000000009e-07,56.611799999999995
7.7000000000000004e-07,66.805400000000006
7.750000000000001e-07,65.094099999999997
7.8000000000000005e-07,63.382800000000003
