wavelength,HP5
3.8000000000000001e-07,0.34000000000000002
3.8500000000000002e-07,7.1100000000000003
3.9000000000000002e-07,11.49
3.9500000000000003e-07,14.969999999999999
4.0000000000000003e-07,14.949999999999999
4.0500000000000004e-07,29.140000000000001
4.1000000000000004e-07,38.079999999999998
4.1500000000000005e-07,51.560000000000002
4.2e-07,62.560000000000002
4.2500000000000001e-07,55.609999999999992
4.3000000000000001e-07,41.980000000000004
4.3500000000000002e-07,50.020000000000003
4.4000000000000002e-07,42.140000000000001
4.4500000000000003e-07,39.039999999999999
4.5000000000000003e-07,40.519999999999996
4.5500000000000004e-07,45.290000000000006
4.6000000000000004e-07,51.009999999999998
4.6500000000000005e-07,49.18
4.7000000000000005e-07,49.049999999999997
4.75e-07,46.119999999999997
4.8000000000000006e-07,45.72999999999999
4.8500000000000002e-07,39.460000000000001
4.9000000000000007e-07,44.390000000000001
4.9500000000000003e-07,46.140000000000001
5.0000000000000008e-07,49.539999999999992
5.0500000000000004e-07,59.759999999999991
5.0999999999999999e-07,48.469999999999999
5.1500000000000005e-07,48.38000000000001
5.2e-07,48.700000000000003
5.2500000000000006e-07,44.25
5.3000000000000001e-07,54.420000000000002
5.3500000000000007e-07,128.93000000000001
5.4000000000000002e-07,81.260000000000005
5.4500000000000008e-07,67.359999999999985
5.5000000000000003e-07,48.47999999999999
5.5500000000000009e-07,51.409999999999997
5.6000000000000004e-07,48.880000000000003
5.6499999999999999e-07,68.519999999999996
5.7000000000000005e-07,80.849999999999994
5.75e-07,65.959999999999994
5.8000000000000006e-07,59.43
5.8500000000000001e-07,67.569999999999993
5.9000000000000007e-07,128.33999999999997
5.9500000000000002e-07,131.84999999999999
6.0000000000000008e-07,101.69999999999999
6.0500000000000003e-07,77.050000000000011
6.1000000000000009e-07,66.269999999999996
6.1500000000000004e-07,77.090000000000003
6.1999999999999999e-07,60.509999999999991
6.2500000000000005e-07,65.230000000000004
6.3e-07,57.859999999999999
6.3500000000000006e-07,56.200000000000003
6.4000000000000001e-07,54.319999999999993
6.4500000000000007e-07,56.340000000000003
6.5000000000000002e-07,45.740000000000009
6.5500000000000008e-07,50.789999999999999
6.6000000000000003e-07,56.659999999999997
6.6500000000000009e-07,51.990000000000002
6.7000000000000004e-07,84.310000000000002
6.75e-07,47.479999999999997
6.8000000000000005e-07,47.460000000000008
6.8500000000000001e-07,61.780000000000001
6.9000000000000006e-07,34.509999999999991
6.9500000000000002e-07,38.740000000000009
7.0000000000000007e-07,30.98
7.0500000000000003e-07,25.450000000000003
7.1000000000000008e-07,22.879999999999995
7.1500000000000004e-07,20.82
7.2000000000000009e-07,21.049999999999997
7.2500000000000005e-07,20.809999999999995
7.3e-07,18.690000000000005
7.3500000000000006e-07,17.539999999999999
7.4000000000000001e-07,19.579999999999998
7.4500000000000007e-07,16.420000000000002
7.5000000000000002e-07,23.77
7.5500000000000008e-07,35.390000000000001
7.6000000000000003e-07,21.370000000000005
7.6500000000000009e-07,34.579999999999991
7.7000000000000004e-07,30.210000000000001
7.750000000000001e-07,19.710000000000001
7.8000000000000005e-07,15.609999999999999
