wavelength,F3
3.8000000000000001e-07,0.81999999999999995
3.8500000000000002e-07,1.02
3.9000000000000002e-07,1.26
3.9500000000000003e-07,1.4399999999999997
4.0000000000000003e-07,2.5699999999999998
4.0500000000000004e-07,14.359999999999998
4.1000000000000004e-07,2.7000000000000002
4.1500000000000005e-07,2.4499999999999997
4.2e-07,2.7300000000000004
4.2500000000000001e-07,3.0
4.3000000000000001e-07,3.2800000000000002
4.3500000000000002e-07,31.850000000000005
4.4000000000000002e-07,9.4700000000000024
4.4500000000000003e-07,4.0199999999999996
4.5000000000000003e-07,4.25
4.5500000000000004e-07,4.4400000000000004
4.6000000000000004e-07,4.5900000000000007
4.6500000000000005e-07,4.7199999999999998
4.7000000000000005e-07,4.7999999999999998
4.75e-07,4.8599999999999994
4.8000000000000006e-07,4.870000000000001
4.8500000000000002e-07,4.8499999999999996
4.9000000000000007e-07,4.8799999999999999
4.9500000000000003e-07,4.7699999999999996
5.0000000000000008e-07,4.669999999999999
5.0500000000000004e-07,4.6200000000000001
5.0999999999999999e-07,4.6200000000000001
5.1500000000000005e-07,4.7300000000000013
5.2e-07,4.9900000000000002
5.2500000000000006e-07,5.4800000000000004
5.3000000000000001e-07,6.25
5.3500000000000007e-07,7.3399999999999999
5.4000000000000002e-07,8.7799999999999976
5.4500000000000008e-07,23.82
5.5000000000000003e-07,16.140000000000004
5.5500000000000009e-07,14.589999999999998
5.6000000000000004e-07,16.629999999999999
5.6499999999999999e-07,18.489999999999998
5.7000000000000005e-07,19.949999999999996
5.75e-07,23.109999999999999
5.8000000000000006e-07,24.689999999999998
5.8500000000000001e-07,21.41
5.9000000000000007e-07,20.850000000000001
5.9500000000000002e-07,19.93
6.0000000000000008e-07,18.670000000000005
6.0500000000000003e-07,17.219999999999999
6.1000000000000009e-07,15.65
6.1500000000000004e-07,14.039999999999999
6.1999999999999999e-07,12.450000000000001
6.2500000000000005e-07,10.950000000000001
6.3e-07,9.5100000000000016
6.3500000000000006e-07,8.2699999999999996
6.4000000000000001e-07,7.1100000000000003
6.4500000000000007e-07,6.089999999999999
6.5000000000000002e-07,5.2200000000000006
6.5500000000000008e-07,4.4500000000000002
6.6000000000000003e-07,3.7999999999999998
6.6500000000000009e-07,3.2299999999999995
6.7000000000000004e-07,2.75
6.75e-07,2.3300000000000005
6.8000000000000005e-07,1.9899999999999998
6.8500000000000001e-07,1.7
6.9000000000000006e-07,1.5499999999999998
6.9500000000000002e-07,1.27
7.0000000000000007e-07,1.0899999999999999
7.0500000000000003e-07,0.96000000000000008
7.1000000000000008e-07,0.82999999999999985
7.1500000000000004e-07,0.70999999999999996
7.2000000000000009e-07,0.62
7.2500000000000005e-07,0.54000000000000004
7.3e-07,0.49000000000000005
7.3500000000000006e-07,0.46000000000000008
7.4000000000000001e-07,0.42999999999999999
7.4500000000000007e-07,0.3899999999999999
7.5000000000000002e-07,0.39000000000000001
7.5500000000000008e-07,0.34999999999999998
7.6000000000000003e-07,0.38
7.6500000000000009e-07,0.39000000000000001
7.7000000000000004e-07,0.33000000000000007
7.750000000000001e-07,0.28000000000000003
7.8000000000000005e-07,0.20999999999999999
