wavelength,F7
3.8000000000000001e-07,2.5600000000000001
3.8500000000000002e-07,3.1800000000000006
3.9000000000000002e-07,3.8399999999999999
3.9500000000000003e-07,4.5300000000000002
4.0000000000000003e-07,6.1500000000000004
4.0500000000000004e-07,19.370000000000001
4.1000000000000004e-07,7.370000000000001
4.1500000000000005e-07,7.0500000000000007
4.2e-07,7.7100000000000009
4.2500000000000001e-07,8.4099999999999984
4.3000000000000001e-07,9.1500000000000004
4.3500000000000002e-07,44.140000000000001
4.4000000000000002e-07,17.52
4.4500000000000003e-07,11.350000000000001
4.5000000000000003e-07,12.0
4.5500000000000004e-07,12.58
4.6000000000000004e-07,13.079999999999998
4.6500000000000005e-07,13.449999999999999
4.7000000000000005e-07,13.710000000000001
4.75e-07,13.880000000000001
4.8000000000000006e-07,13.950000000000001
4.8500000000000002e-07,13.930000000000001
4.9000000000000007e-07,13.819999999999999
4.9500000000000003e-07,13.640000000000001
5.0000000000000008e-07,13.429999999999998
5.0500000000000004e-07,13.249999999999998
5.0999999999999999e-07,13.08
5.1500000000000005e-07,12.93
5.2e-07,12.779999999999999
5.2500000000000006e-07,12.599999999999998
5.3000000000000001e-07,12.439999999999998
5.3500000000000007e-07,12.33
5.4000000000000002e-07,12.260000000000002
5.4500000000000008e-07,29.52
5.5000000000000003e-07,17.050000000000001
5.5500000000000009e-07,12.439999999999998
5.6000000000000004e-07,12.58
5.6499999999999999e-07,12.720000000000001
5.7000000000000005e-07,12.83
5.75e-07,15.460000000000001
5.8000000000000006e-07,16.75
5.8500000000000001e-07,12.830000000000002
5.9000000000000007e-07,12.669999999999998
5.9500000000000002e-07,12.449999999999998
6.0000000000000008e-07,12.189999999999998
6.0500000000000003e-07,11.890000000000002
6.1000000000000009e-07,11.6
6.1500000000000004e-07,11.35
6.1999999999999999e-07,11.119999999999999
6.2500000000000005e-07,10.949999999999999
6.3e-07,10.76
6.3500000000000006e-07,10.419999999999998
6.4000000000000001e-07,10.109999999999999
6.4500000000000007e-07,10.039999999999997
6.5000000000000002e-07,10.02
6.5500000000000008e-07,10.109999999999999
6.6000000000000003e-07,9.870000000000001
6.6500000000000009e-07,8.6500000000000004
6.7000000000000004e-07,7.2699999999999996
6.75e-07,6.4400000000000004
6.8000000000000005e-07,5.8300000000000001
6.8500000000000001e-07,5.4100000000000001
6.9000000000000006e-07,5.04
6.9500000000000002e-07,4.5700000000000003
7.0000000000000007e-07,4.1199999999999992
7.0500000000000003e-07,3.77
7.1000000000000008e-07,3.46
7.1500000000000004e-07,3.0800000000000005
7.2000000000000009e-07,2.7299999999999995
7.2500000000000005e-07,2.4699999999999998
7.3e-07,2.25
7.3500000000000006e-07,2.0600000000000001
7.4000000000000001e-07,1.8999999999999997
7.4500000000000007e-07,1.75
7.5000000000000002e-07,1.6200000000000001
7.5500000000000008e-07,1.5399999999999998
7.6000000000000003e-07,1.45
7.6500000000000009e-07,1.3199999999999998
7.7000000000000004e-07,1.1699999999999997
7.750000000000001e-07,0.9900000000000001
7.8000000000000005e-07,0.81000000000000005
