wavelength,FL3.12
3.8000000000000001e-07,1.6200000000000001
3.8500000000000002e-07,2.0600000000000005
3.9000000000000002e-07,2.71
3.9500000000000003e-07,3.1100000000000003
4.0000000000000003e-07,3.6700000000000017
4.0500000000000004e-07,74.600000000000009
4.1000000000000004e-07,8.8800000000000043
4.1500000000000005e-07,4.7699999999999978
4.2e-07,4.7199999999999998
4.2500000000000001e-07,4.7200000000000006
4.3000000000000001e-07,4.9399999999999977
4.3500000000000002e-07,150.28999999999999
4.4000000000000002e-07,6.0799999999999885
4.4500000000000003e-07,7.1299999999999999
4.5000000000000003e-07,9.0999999999999996
4.5500000000000004e-07,11.76
4.6000000000000004e-07,14.960000000000001
4.6500000000000005e-07,18.539999999999999
4.7000000000000005e-07,22.48
4.75e-07,26.760000000000002
4.8000000000000006e-07,31.66
4.8500000000000002e-07,40.93
4.9000000000000007e-07,45.829999999999991
4.9500000000000003e-07,46.0
5.0000000000000008e-07,45.259999999999991
5.0500000000000004e-07,43.159999999999997
5.0999999999999999e-07,41.63000000000001
5.1500000000000005e-07,39.75
5.2e-07,37.829999999999998
5.2500000000000006e-07,36.159999999999997
5.3000000000000001e-07,35.250000000000007
5.3500000000000007e-07,37.039999999999999
5.4000000000000002e-07,59.859999999999999
5.4500000000000008e-07,183.52999999999997
5.5000000000000003e-07,59.030000000000001
5.5500000000000009e-07,47.93
5.6000000000000004e-07,48.670000000000002
5.6499999999999999e-07,52.690000000000005
5.7000000000000005e-07,57.240000000000009
5.75e-07,77.75
5.8000000000000006e-07,87.810000000000002
5.8500000000000001e-07,80.549999999999997
5.9000000000000007e-07,84.829999999999984
5.9500000000000002e-07,86.840000000000018
6.0000000000000008e-07,91.439999999999998
6.0500000000000003e-07,96.510000000000005
6.1000000000000009e-07,105.25
6.1500000000000004e-07,106.73999999999998
6.1999999999999999e-07,108.53
6.2500000000000005e-07,106.92000000000002
6.3e-07,101.54000000000001
6.3500000000000006e-07,95.199999999999989
6.4000000000000001e-07,89.340000000000003
6.4500000000000007e-07,82.950000000000003
6.5000000000000002e-07,75.780000000000001
6.5500000000000008e-07,68.649999999999991
6.6000000000000003e-07,61.700000000000003
6.6500000000000009e-07,55.22999999999999
6.7000000000000004e-07,48.579999999999998
6.75e-07,42.900000000000006
6.8000000000000005e-07,37.740000000000009
6.8500000000000001e-07,32.93
6.9000000000000006e-07,29.649999999999999
6.9500000000000002e-07,25.190000000000001
7.0000000000000007e-07,21.690000000000001
7.0500000000000003e-07,19.280000000000001
7.1000000000000008e-07,17.359999999999999
7.1500000000000004e-07,14.740000000000002
7.2000000000000009e-07,12.859999999999999
7.2500000000000005e-07,11.279999999999999
7.3e-07,9.9699999999999989
7.3500000000000006e-07,8.8800000000000008
7.4000000000000001e-07,7.7799999999999994
7.4500000000000007e-07,7.0399999999999991
7.5000000000000002e-07,6.2999999999999998
7.5500000000000008e-07,5.5499999999999998
7.6000000000000003e-07,10.15
7.6500000000000009e-07,4.4999999999999991
7.7000000000000004e-07,4.8099999999999987
7.750000000000001e-07,3.7200000000000002
7.8000000000000005e-07,3.2799999999999998
