wavelength,FL3.13
3.8000000000000001e-07,2.23
3.8500000000000002e-07,2.9199999999999999
3.9000000000000002e-07,3.9100000000000006
3.9500000000000003e-07,4.5499999999999972
4.0000000000000003e-07,5.4600000000000009
4.0500000000000004e-07,77.400000000000006
4.1000000000000004e-07,11.250000000000004
4.1500000000000005e-07,7.6899999999999995
4.2e-07,8.2899999999999991
4.2500000000000001e-07,8.9799999999999986
4.3000000000000001e-07,10.009999999999998
4.3500000000000002e-07,204.45000000000005
4.4000000000000002e-07,13.750000000000004
4.4500000000000003e-07,16.880000000000003
4.5000000000000003e-07,21.73
4.5500000000000004e-07,27.960000000000001
4.6000000000000004e-07,34.920000000000009
4.6500000000000005e-07,41.960000000000001
4.7000000000000005e-07,48.619999999999997
4.75e-07,54.329999999999984
4.8000000000000006e-07,59.490000000000002
4.8500000000000002e-07,67.909999999999997
4.9000000000000007e-07,70.010000000000019
4.9500000000000003e-07,66.40000000000002
5.0000000000000008e-07,62.070000000000007
5.0500000000000004e-07,56.949999999999989
5.0999999999999999e-07,52.700000000000003
5.1500000000000005e-07,48.539999999999999
5.2e-07,44.800000000000004
5.2500000000000006e-07,41.75
5.3000000000000001e-07,39.77000000000001
5.3500000000000007e-07,40.5
5.4000000000000002e-07,59.270000000000003
5.4500000000000008e-07,184.09
5.5000000000000003e-07,59.060000000000002
5.5500000000000009e-07,49.950000000000003
5.6000000000000004e-07,50.899999999999999
5.6499999999999999e-07,54.509999999999991
5.7000000000000005e-07,58.329999999999998
5.75e-07,77.489999999999995
5.8000000000000006e-07,85.779999999999987
5.8500000000000001e-07,76.200000000000003
5.9000000000000007e-07,78.730000000000004
5.9500000000000002e-07,78.950000000000003
6.0000000000000008e-07,81.480000000000004
6.0500000000000003e-07,84.569999999999993
6.1000000000000009e-07,87.75
6.1500000000000004e-07,89.559999999999988
6.1999999999999999e-07,91.360000000000014
6.2500000000000005e-07,89.0
6.3e-07,83.669999999999987
6.3500000000000006e-07,78.260000000000005
6.4000000000000001e-07,73.190000000000012
6.4500000000000007e-07,67.609999999999985
6.5000000000000002e-07,61.420000000000009
6.5500000000000008e-07,55.489999999999995
6.6000000000000003e-07,49.780000000000001
6.6500000000000009e-07,44.460000000000001
6.7000000000000004e-07,39.129999999999995
6.75e-07,34.450000000000003
6.8000000000000005e-07,30.280000000000001
6.8500000000000001e-07,26.370000000000001
6.9000000000000006e-07,23.879999999999995
6.9500000000000002e-07,20.100000000000001
7.0000000000000007e-07,17.399999999999999
7.0500000000000003e-07,15.290000000000001
7.1000000000000008e-07,13.619999999999997
7.1500000000000004e-07,11.68
7.2000000000000009e-07,10.309999999999999
7.2500000000000005e-07,9.1099999999999977
7.3e-07,8.0299999999999994
7.3500000000000006e-07,7.1299999999999999
7.4000000000000001e-07,6.3099999999999996
7.4500000000000007e-07,5.6699999999999999
7.5000000000000002e-07,5.1100000000000012
7.5500000000000008e-07,4.5499999999999998
7.6000000000000003e-07,9.0600000000000023
7.6500000000000009e-07,3.7400000000000002
7.7000000000000004e-07,4.0399999999999991
7.750000000000001e-07,3.1399999999999997
7.8000000000000005e-07,2.75
