wavelength,FL3.14
3.8000000000000001e-07,2.8700000000000001
3.8500000000000002e-07,3.6899999999999995
3.9000000000000002e-07,4.8700000000000001
3.9500000000000003e-07,5.8199999999999994
4.0000000000000003e-07,7.1700000000000017
4.0500000000000004e-07,72.209999999999994
4.1000000000000004e-07,13.690000000000005
4.1500000000000005e-07,11.120000000000001
4.2e-07,12.43
4.2500000000000001e-07,13.9
4.3000000000000001e-07,15.819999999999993
4.3500000000000002e-07,200.99000000000001
4.4000000000000002e-07,21.720000000000002
4.4500000000000003e-07,26.329999999999998
4.5000000000000003e-07,32.849999999999994
4.5500000000000004e-07,40.799999999999997
4.6000000000000004e-07,49.229999999999997
4.6500000000000005e-07,57.390000000000001
4.7000000000000005e-07,65.259999999999991
4.75e-07,71.989999999999981
4.8000000000000006e-07,78.249999999999986
4.8500000000000002e-07,88.84999999999998
4.9000000000000007e-07,91.670000000000002
4.9500000000000003e-07,86.810000000000002
5.0000000000000008e-07,80.420000000000002
5.0500000000000004e-07,73.819999999999993
5.0999999999999999e-07,69.120000000000005
5.1500000000000005e-07,63.689999999999998
5.2e-07,58.439999999999991
5.2500000000000006e-07,53.57
5.3000000000000001e-07,49.660000000000004
5.3500000000000007e-07,48.439999999999991
5.4000000000000002e-07,72.560000000000002
5.4500000000000008e-07,200.41999999999996
5.5000000000000003e-07,65.0
5.5500000000000009e-07,47.490000000000002
5.6000000000000004e-07,44.139999999999993
5.6499999999999999e-07,44.710000000000001
5.7000000000000005e-07,46.009999999999998
5.75e-07,63.519999999999996
5.8000000000000006e-07,71.72999999999999
5.8500000000000001e-07,63.52000000000001
5.9000000000000007e-07,64.129999999999995
5.9500000000000002e-07,63.740000000000009
6.0000000000000008e-07,66.819999999999993
6.0500000000000003e-07,70.650000000000006
6.1000000000000009e-07,79.290000000000006
6.1500000000000004e-07,80.769999999999996
6.1999999999999999e-07,83.590000000000003
6.2500000000000005e-07,82.590000000000018
6.3e-07,77.599999999999994
6.3500000000000006e-07,72.469999999999999
6.4000000000000001e-07,68.340000000000018
6.4500000000000007e-07,63.819999999999993
6.5000000000000002e-07,58.570000000000007
6.5500000000000008e-07,53.179999999999993
6.6000000000000003e-07,47.969999999999999
6.6500000000000009e-07,43.140000000000001
6.7000000000000004e-07,38.189999999999998
6.75e-07,33.850000000000001
6.8000000000000005e-07,29.940000000000001
6.8500000000000001e-07,26.239999999999998
6.9000000000000006e-07,23.899999999999999
6.9500000000000002e-07,20.329999999999998
7.0000000000000007e-07,17.420000000000002
7.0500000000000003e-07,15.640000000000001
7.1000000000000008e-07,14.34
7.1500000000000004e-07,12.210000000000001
7.2000000000000009e-07,10.649999999999999
7.2500000000000005e-07,9.4299999999999979
7.3e-07,8.3399999999999999
7.3500000000000006e-07,7.5199999999999996
7.4000000000000001e-07,6.7300000000000004
7.4500000000000007e-07,6.0800000000000001
7.5000000000000002e-07,5.5199999999999996
7.5500000000000008e-07,5.0
7.6000000000000003e-07,9.4700000000000006
7.6500000000000009e-07,4.0800000000000001
7.7000000000000004e-07,4.4299999999999997
7.750000000000001e-07,3.3900000000000006
7.8000000000000005e-07,3.1699999999999999
