wavelength,FL3.1
3.8000000000000001e-07,2.3900000000000001
3.8500000000000002e-07,2.9299999999999997
3.9000000000000002e-07,3.8200000000000003
3.9500000000000003e-07,4.2299999999999986
4.0000000000000003e-07,4.9700000000000024
4.0500000000000004e-07,86.299999999999997
4.1000000000000004e-07,11.650000000000002
4.1500000000000005e-07,7.089999999999999
4.2e-07,7.8399999999999999
4.2500000000000001e-07,8.5900000000000034
4.3000000000000001e-07,9.4399999999999977
4.3500000000000002e-07,196.53999999999999
4.4000000000000002e-07,10.939999999999992
4.4500000000000003e-07,11.380000000000003
4.5000000000000003e-07,11.889999999999999
4.5500000000000004e-07,12.369999999999999
4.6000000000000004e-07,12.81
4.6500000000000005e-07,13.15
4.7000000000000005e-07,13.390000000000001
4.75e-07,13.559999999999999
4.8000000000000006e-07,13.59
4.8500000000000002e-07,13.560000000000002
4.9000000000000007e-07,14.07
4.9500000000000003e-07,13.390000000000001
5.0000000000000008e-07,13.289999999999997
5.0500000000000004e-07,13.249999999999998
5.0999999999999999e-07,13.529999999999999
5.1500000000000005e-07,14.24
5.2e-07,15.740000000000002
5.2500000000000006e-07,18.260000000000002
5.3000000000000001e-07,22.280000000000005
5.3500000000000007e-07,27.969999999999999
5.4000000000000002e-07,35.700000000000003
5.4500000000000008e-07,148.97999999999999
5.5000000000000003e-07,56.549999999999997
5.5500000000000009e-07,68.680000000000007
5.6000000000000004e-07,79.989999999999981
5.6499999999999999e-07,91.469999999999999
5.7000000000000005e-07,101.31999999999999
5.75e-07,123.16
5.8000000000000006e-07,129.53
5.8500000000000001e-07,115.04999999999998
5.9000000000000007e-07,113.47999999999999
5.9500000000000002e-07,110.08000000000001
6.0000000000000008e-07,104.27999999999999
6.0500000000000003e-07,97.980000000000004
6.1000000000000009e-07,89.599999999999994
6.1500000000000004e-07,80.739999999999981
6.1999999999999999e-07,71.920000000000002
6.2500000000000005e-07,63.5
6.3e-07,55.459999999999994
6.3500000000000006e-07,47.969999999999999
6.4000000000000001e-07,41.390000000000001
6.4500000000000007e-07,35.5
6.5000000000000002e-07,30.320000000000007
6.5500000000000008e-07,25.789999999999996
6.6000000000000003e-07,21.84
6.6500000000000009e-07,18.530000000000001
6.7000000000000004e-07,15.669999999999998
6.75e-07,13.220000000000001
6.8000000000000005e-07,11.140000000000001
6.8500000000000001e-07,9.4000000000000004
6.9000000000000006e-07,8.6500000000000021
6.9500000000000002e-07,6.7500000000000009
7.0000000000000007e-07,5.6899999999999995
7.0500000000000003e-07,4.8700000000000001
7.1000000000000008e-07,4.2899999999999991
7.1500000000000004e-07,3.5400000000000005
7.2000000000000009e-07,3.0299999999999998
7.2500000000000005e-07,2.6200000000000001
7.3e-07,2.2799999999999998
7.3500000000000006e-07,1.9399999999999999
7.4000000000000001e-07,1.7
7.4500000000000007e-07,1.5
7.5000000000000002e-07,1.3600000000000001
7.5500000000000008e-07,1.1599999999999999
7.6000000000000003e-07,4.9100000000000001
7.6500000000000009e-07,0.94999999999999973
7.7000000000000004e-07,1.4999999999999998
7.750000000000001e-07,0.89000000000000001
7.8000000000000005e-07,0.68000000000000005
