wavelength,k
2.36e-18,0.00211
3.16e-18,0.00326
4.47e-18,0.00951
6.76e-18,0.0149
1.14e-17,0.0288
1.355e-17,0.0331
1.714e-17,0.0694
2.43e-17,0.22
2.563e-17,0.25
3.038e-17,0.256
3.27e-17,0.318
3.568e-17,0.259
3.793e-17,0.259
4.059e-17,0.209
4.478e-17,0.24
4.607e-17,0.279
4.895e-17,0.305
5.391e-17,0.31
5.843e-17,0.406
6.163e-17,0.61
6.714e-17,0.607
7.185e-17,0.716
7.359e-17,0.75
7.437e-17,0.721
8.345e-17,0.853
8.78e-17,0.953
9.198e-17,1.04
9.321e-17,1.05
9.888e-17,1.08
1.0258e-16,1.13
1.0482e-16,1.15
1.0667e-16,1.13
1.0857e-16,1.2
1.135e-16,1.17
1.2007e-16,1.2
1.2157e-16,1.17
