wavelength,n
2.066e-16,1.309
2.101e-16,1.327
2.138e-16,1.348
2.175e-16,1.385
2.214e-16,1.444
2.254e-16,1.543
2.296e-16,1.778
2.339e-16,2.249
2.384e-16,2.825
2.431e-16,3.342
2.48e-16,3.661
2.53e-16,3.844
2.583e-16,4.062
2.638e-16,4.181
2.695e-16,4.113
2.755e-16,3.978
2.818e-16,3.867
2.883e-16,3.792
2.952e-16,3.754
3.024e-16,3.752
3.1e-16,3.79
3.179e-16,3.89
3.263e-16,4.196
3.351e-16,5.149
3.444e-16,5.406
3.542e-16,5.05
3.647e-16,4.751
3.757e-16,4.518
3.875e-16,4.339
3.999e-16,4.196
4.133e-16,4.081
4.275e-16,3.99
4.428e-16,3.919
4.592e-16,3.805
4.769e-16,3.691
4.959e-16,3.605
5.166e-16,3.535
5.391e-16,3.474
5.636e-16,3.421
5.904e-16,3.375
6.199e-16,3.334
6.525e-16,3.295
6.888e-16,3.262
7.293e-16,3.234
7.749e-16,3.209
8.266e-16,3.178
