wavelength,n
1.88e-07,1.29
1.92e-07,1.35
1.95e-07,1.42
1.99e-07,1.45
2.03e-07,1.47
2.07e-07,1.49
2.12e-07,1.47
2.16e-07,1.47
2.21e-07,1.47
2.26e-07,1.47
2.31e-07,1.48
2.37e-07,1.48
2.43e-07,1.5
2.49e-07,1.51
2.55e-07,1.53
2.62e-07,1.56
2.69e-07,1.59
2.76e-07,1.62
2.84e-07,1.64
2.92e-07,1.65
3.01e-07,1.67
3.11e-07,1.69
3.2e-07,1.74
3.32e-07,1.78
3.42e-07,1.85
3.54e-07,1.93
3.68e-07,2.02
3.81e-07,2.12
3.97e-07,2.24
4.13e-07,2.35
4.31e-07,2.48
4.51e-07,2.59
4.71e-07,2.67
4.96e-07,2.74
5.21e-07,2.86
5.49e-07,2.95
5.82e-07,2.94
6.17e-07,2.88
6.59e-07,2.92
7.04e-07,2.86
7.56e-07,2.87
8.21e-07,2.94
8.92e-07,2.96
9.84e-07,2.92
1.088e-06,2.97
1.216e-06,3.03
1.393e-06,3.09
1.61e-06,3.11
1.937e-06,3.17
