wavelength,k
1.88e-16,1.64
1.92e-16,1.65
1.95e-16,1.68
1.99e-16,1.7
2.03e-16,1.7
2.07e-16,1.71
2.12e-16,1.72
2.16e-16,1.72
2.21e-16,1.73
2.26e-16,1.74
2.31e-16,1.77
2.37e-16,1.8
2.43e-16,1.85
2.49e-16,1.91
2.55e-16,1.97
2.62e-16,2.03
2.69e-16,2.08
2.76e-16,2.15
2.84e-16,2.21
2.92e-16,2.28
3.01e-16,2.34
3.11e-16,2.4
3.2e-16,2.47
3.32e-16,2.53
3.42e-16,2.58
3.54e-16,2.64
3.68e-16,2.69
3.81e-16,2.74
3.97e-16,2.83
4.13e-16,2.93
4.31e-16,3.04
4.51e-16,3.14
4.71e-16,3.24
4.96e-16,3.3
5.21e-16,3.33
5.49e-16,3.33
5.82e-16,3.3
6.17e-16,3.3
6.59e-16,3.34
7.04e-16,3.39
7.56e-16,3.42
8.21e-16,3.48
8.92e-16,3.52
9.84e-16,3.57
1.088e-15,3.58
1.216e-15,3.6
1.393e-15,3.84
1.61e-15,4.31
1.937e-15,5.04
