wavelength,k
1.164e-16,0.081
1.198e-16,0.102
1.234e-16,0.108
1.272e-16,0.119
1.312e-16,0.13
1.355e-16,0.144
1.401e-16,0.164
1.45e-16,0.189
1.503e-16,0.213
1.56e-16,0.246
1.621e-16,0.282
1.687e-16,0.32
1.759e-16,0.364
1.837e-16,0.407
1.922e-16,0.46
2.016e-16,0.522
2.119e-16,0.594
2.234e-16,0.688
2.362e-16,0.795
2.505e-16,0.906
2.666e-16,1.01
2.85e-16,1.11
3.061e-16,1.21
3.306e-16,1.32
3.594e-16,1.45
3.936e-16,1.6
4.35e-16,1.82
4.862e-16,2.11
5.51e-16,2.48
6.358e-16,2.94
7.514e-16,3.54
9.184e-16,4.36
1.181e-15,5.58
1.653e-15,7.68
2.755e-15,12.6
8.266e-15,38.0
