wavelength,g_bar
3.9000000000000002e-07,-0.00045393000000000001
3.9500000000000003e-07,-0.0010464000000000001
4.0000000000000003e-07,-0.0021689000000000001
4.0500000000000004e-07,-0.0044304000000000001
4.1000000000000004e-07,-0.0072047999999999991
4.1500000000000005e-07,-0.012578999999999998
4.2e-07,-0.016650999999999999
4.2500000000000001e-07,-0.021239999999999998
4.3000000000000001e-07,-0.019935999999999999
4.3500000000000002e-07,-0.016096999999999997
4.4000000000000002e-07,-0.0073457000000000001
4.4500000000000003e-07,0.0013689999999999996
4.5000000000000003e-07,0.019610000000000002
4.5500000000000004e-07,0.043464000000000003
4.6000000000000004e-07,0.070954000000000003
4.6500000000000005e-07,0.11021999999999998
4.7000000000000005e-07,0.15087999999999999
4.75e-07,0.19793999999999998
4.8000000000000006e-07,0.24041999999999999
4.8500000000000002e-07,0.27992999999999996
4.9000000000000007e-07,0.33352999999999999
4.9500000000000003e-07,0.40521000000000001
5.0000000000000008e-07,0.49059999999999998
5.0500000000000004e-07,0.59672999999999998
5.0999999999999999e-07,0.70184000000000002
5.1500000000000005e-07,0.80852000000000013
5.2e-07,0.91076000000000001
5.2500000000000006e-07,0.98482000000000003
5.3000000000000001e-07,1.0339
5.3500000000000007e-07,1.0537999999999998
5.4000000000000002e-07,1.0511999999999997
5.4500000000000008e-07,1.0497999999999998
5.5000000000000003e-07,1.0367999999999999
5.5500000000000009e-07,0.99826000000000004
5.6000000000000004e-07,0.93783000000000005
5.6499999999999999e-07,0.88039000000000012
5.7000000000000005e-07,0.82835000000000014
5.75e-07,0.74685999999999997
5.8000000000000006e-07,0.64929999999999999
5.8500000000000001e-07,0.56316999999999995
5.9000000000000007e-07,0.47675000000000001
5.9500000000000002e-07,0.38484000000000002
6.0000000000000008e-07,0.30068999999999996
6.0500000000000003e-07,0.22853000000000001
6.1000000000000009e-07,0.16575000000000001
6.1500000000000004e-07,0.11373000000000001
6.1999999999999999e-07,0.074681999999999998
6.2500000000000005e-07,0.046503999999999997
6.3e-07,0.026332999999999999
6.3500000000000006e-07,0.012723999999999999
6.4000000000000001e-07,0.0045033000000000009
6.4500000000000007e-07,9.6610999999999973e-05
6.5000000000000002e-07,-0.0019645000000000005
6.5500000000000008e-07,-0.0026327
6.6000000000000003e-07,-0.0026262
6.6500000000000009e-07,-0.0023027
6.7000000000000004e-07,-0.0018700000000000001
6.75e-07,-0.0014423999999999999
6.8000000000000005e-07,-0.0010755000000000003
6.8500000000000001e-07,-0.00079003999999999999
6.9000000000000006e-07,-0.00056764999999999984
6.9500000000000002e-07,-0.00039273999999999993
7.0000000000000007e-07,-0.00026230999999999997
7.0500000000000003e-07,-0.00017511999999999999
7.1000000000000008e-07,-0.00012139999999999998
7.1500000000000004e-07,-8.5760000000000019e-05
7.2000000000000009e-07,-5.7676999999999997e-05
7.2500000000000005e-07,-3.9002999999999999e-05
7.3e-07,-2.6511000000000001e-05
