wavelength,r_bar
3.9000000000000002e-07,0.0018397000000000001
3.9500000000000003e-07,0.0046153000000000001
4.0000000000000003e-07,0.0096264000000000002
4.0500000000000004e-07,0.018978999999999996
4.1000000000000004e-07,0.030803000000000001
4.1500000000000005e-07,0.04245899999999999
4.2e-07,0.051662
4.2500000000000001e-07,0.052837000000000002
4.3000000000000001e-07,0.044287
4.3500000000000002e-07,0.032219999999999999
4.4000000000000002e-07,0.014763
4.4500000000000003e-07,-0.0023392
4.5000000000000003e-07,-0.029130000000000003
4.5500000000000004e-07,-0.060677000000000009
4.6000000000000004e-07,-0.096224000000000004
4.6500000000000005e-07,-0.13758999999999999
4.7000000000000005e-07,-0.17485999999999999
4.75e-07,-0.21260000000000001
4.8000000000000006e-07,-0.23780000000000007
4.8500000000000002e-07,-0.25674000000000002
4.9000000000000007e-07,-0.27727000000000002
4.9500000000000003e-07,-0.29125000000000006
5.0000000000000008e-07,-0.29499999999999998
5.0500000000000004e-07,-0.29705999999999999
5.0999999999999999e-07,-0.26758999999999994
5.1500000000000005e-07,-0.21725
5.2e-07,-0.14768000000000001
5.2500000000000006e-07,-0.035183999999999993
5.3000000000000001e-07,0.10614
5.3500000000000007e-07,0.25980999999999999
5.4000000000000002e-07,0.41976000000000002
5.4500000000000008e-07,0.59258999999999995
5.5000000000000003e-07,0.79003999999999996
5.5500000000000009e-07,1.0078
5.6000000000000004e-07,1.2282999999999999
5.6499999999999999e-07,1.4726999999999999
5.7000000000000005e-07,1.7476000000000003
5.75e-07,2.0213999999999999
5.8000000000000006e-07,2.2724000000000002
5.8500000000000001e-07,2.4896000000000003
5.9000000000000007e-07,2.6724999999999999
5.9500000000000002e-07,2.8092999999999999
6.0000000000000008e-07,2.8717000000000001
6.0500000000000003e-07,2.8525
6.1000000000000009e-07,2.7601
6.1500000000000004e-07,2.5989
6.1999999999999999e-07,2.3743000000000003
6.2500000000000005e-07,2.1053999999999999
6.3e-07,1.8144999999999998
6.3500000000000006e-07,1.5247000000000002
6.4000000000000001e-07,1.2543
6.4500000000000007e-07,1.0076000000000001
6.5000000000000002e-07,0.78642000000000012
6.5500000000000008e-07,0.59658999999999995
6.6000000000000003e-07,0.44320000000000004
6.6500000000000009e-07,0.3241
6.7000000000000004e-07,0.23455000000000004
6.75e-07,0.16883999999999999
6.8000000000000005e-07,0.12086
6.8500000000000001e-07,0.085810999999999998
6.9000000000000006e-07,0.060260000000000001
6.9500000000000002e-07,0.04148000000000001
7.0000000000000007e-07,0.028113999999999997
7.0500000000000003e-07,0.019116999999999999
7.1000000000000008e-07,0.013305000000000001
7.1500000000000004e-07,0.0094092000000000012
7.2000000000000009e-07,0.0065177000000000013
7.2500000000000005e-07,0.0045377000000000004
7.3e-07,0.0031741999999999999
