wavelength,k
2.36e-09,0.00117
3.16e-09,0.00135
4.47e-09,0.00498
6.76e-09,0.00269
1.14e-08,0.00625
1.355e-08,0.0131
1.714e-08,0.022
2.43e-08,0.0987
2.563e-08,0.119
3.038e-08,0.324
3.27e-08,0.32
3.568e-08,0.373
3.793e-08,0.318
4.059e-08,0.232
4.478e-08,0.314
4.607e-08,0.321
4.895e-08,0.347
5.391e-08,0.337
5.843e-08,0.362
6.163e-08,0.33
6.714e-08,0.332
7.185e-08,0.44
7.359e-08,0.492
7.437e-08,0.533
8.345e-08,0.673
8.78e-08,0.759
9.198e-08,0.858
9.321e-08,0.848
9.888e-08,0.905
1.0258e-07,0.99
1.0482e-07,1.1
1.0667e-07,1.08
1.0857e-07,1.11
1.135e-07,1.27
1.2007e-07,1.24
1.2157e-07,1.31
