wavelength,green
4.0000000000000003e-07,0.0063280975126311697
4.1000000000000004e-07,0.0097618045959127504
4.2e-07,0.025271770082610501
4.3000000000000001e-07,0.083751185853112198
4.4000000000000002e-07,0.14370381974360999
4.5000000000000003e-07,0.18361168930882199
4.6000000000000004e-07,0.40909478009952993
4.7000000000000005e-07,0.51595564086176404
4.8000000000000006e-07,0.60120664662705514
4.9000000000000007e-07,0.67031679980136305
5.0000000000000008e-07,0.75258747153475802
5.0999999999999999e-07,0.8438138436894419
5.2e-07,0.90151724558812707
5.3000000000000001e-07,0.91975030668767699
5.4000000000000002e-07,0.96799429052157793
5.5000000000000003e-07,0.95725231064041105
5.6000000000000004e-07,0.952047918600474
5.7000000000000005e-07,0.97628014458399803
5.8000000000000006e-07,0.97258624388955806
5.9000000000000007e-07,1.0
6.0000000000000008e-07,0.96948452757777404
6.1000000000000009e-07,0.95441319124850699
6.1999999999999999e-07,0.93335435890921303
6.3e-07,0.92571406833636205
6.4000000000000001e-07,0.88486439541503403
6.5000000000000002e-07,0.76165184741615699
6.6000000000000003e-07,0.14052437057150494
6.7000000000000004e-07,0.0041436721581764643
6.8000000000000005e-07,0.0018319895816566901
