wavelength,blue
3.8000000000000001e-07,0.0
3.8500000000000002e-07,-1.3552527156068805e-20
3.9000000000000002e-07,-1.0842021724855044e-19
3.9500000000000003e-07,1.0842021724855044e-19
4.0000000000000003e-07,0.0039999999999999992
4.0500000000000004e-07,0.0040000000000000001
4.1000000000000004e-07,0.0079000000000000008
4.1500000000000005e-07,0.023800000000000002
4.2e-07,0.0516
4.2500000000000001e-07,0.099199999999999983
4.3000000000000001e-07,0.1865
4.3500000000000002e-07,0.39290000000000003
4.4000000000000002e-07,0.254
4.4500000000000003e-07,0.27379999999999999
4.5000000000000003e-07,0.30159999999999998
4.5500000000000004e-07,0.30159999999999998
4.6000000000000004e-07,0.29759999999999998
4.6500000000000005e-07,0.26979999999999998
4.7000000000000005e-07,0.24599999999999997
4.75e-07,0.21029999999999999
4.8000000000000006e-07,0.246
4.8500000000000002e-07,0.39290000000000003
4.9000000000000007e-07,0.33329999999999999
4.9500000000000003e-07,0.20240000000000002
5.0000000000000008e-07,0.091299999999999992
5.0500000000000004e-07,0.043700000000000003
5.0999999999999999e-07,0.023800000000000002
5.1500000000000005e-07,0.011900000000000003
5.2e-07,0.0079000000000000008
5.2500000000000006e-07,0.0040000000000000001
5.3000000000000001e-07,0.0040000000000000001
5.3500000000000007e-07,0.015900000000000001
5.4000000000000002e-07,0.079399999999999984
5.4500000000000008e-07,0.075399999999999981
5.5000000000000003e-07,0.007899999999999999
5.5500000000000009e-07,0.0039999999999999992
5.6000000000000004e-07,3.3881317890172014e-19
5.6499999999999999e-07,4.0657581468206416e-20
5.7000000000000005e-07,8.4703294725430034e-21
5.75e-07,8.8938459461701536e-21
5.8000000000000006e-07,-7.411538288475128e-22
5.8500000000000001e-07,-2.9116757561866574e-22
5.9000000000000007e-07,1.3234889800848443e-22
5.9500000000000002e-07,2.481541837659083e-23
6.0000000000000008e-07,3.3087224502121107e-24
6.0500000000000003e-07,5.169878828456423e-25
6.1000000000000009e-07,-5.9453606527248864e-25
6.1500000000000004e-07,-3.6189151799194961e-25
6.1999999999999999e-07,-5.169878828456423e-26
6.2500000000000005e-07,1.1309109937248425e-26
6.3e-07,1.0097419586828951e-27
6.3500000000000006e-07,-1.0097419586828951e-28
6.4000000000000001e-07,3.7865323450608567e-29
6.4500000000000007e-07,-5.0487097934144756e-29
6.5000000000000002e-07,-2.3665827156630354e-30
6.5500000000000008e-07,0.0
6.6000000000000003e-07,1.0846837446788912e-30
6.6500000000000009e-07,1.2325951644078309e-31
6.7000000000000004e-07,1.8488927466117464e-32
6.75e-07,3.0814879110195774e-32
6.8000000000000005e-07,-8.8592777441812849e-33
6.8500000000000001e-07,1.1555579666323415e-33
6.9000000000000006e-07,-3.3703774026776627e-34
6.9500000000000002e-07,-3.6111186457260672e-35
7.0000000000000007e-07,-4.0625084764418256e-35
7.0500000000000003e-07,-8.6516384220520361e-36
7.1000000000000008e-07,-3.76158192263132e-37
7.1500000000000004e-07,-3.76158192263132e-37
7.2000000000000009e-07,-5.8774717541114375e-38
7.2500000000000005e-07,-1.4693679385278594e-38
7.3e-07,-6.6121557233753672e-39
7.3500000000000006e-07,2.2040519077917891e-39
7.4000000000000001e-07,-1.7907921750808286e-39
7.4500000000000007e-07,6.8876622118493409e-41
7.5000000000000002e-07,5.4527325843807282e-41
7.5500000000000008e-07,7.1746481373430634e-43
7.6000000000000003e-07,1.6142958309021893e-42
7.6500000000000009e-07,-1.0761972206014595e-42
7.7000000000000004e-07,-1.7936620343357659e-43
7.750000000000001e-07,0.0
7.8000000000000005e-07,0.0
