wavelength,n
5.17e-16,1.16
6.7e-16,0.399
1e-15,0.538
1.11e-15,0.57
1.25e-15,0.62
1.43e-15,0.699
1.67e-15,0.816
2e-15,0.879
2.11e-15,0.942
2.22e-15,1.0
2.35e-15,1.09
2.5e-15,1.18
2.67e-15,1.31
2.86e-15,1.46
3.08e-15,1.62
3.33e-15,1.77
3.64e-15,1.98
4e-15,2.25
4.44e-15,2.58
5e-15,3.26
5.26e-15,3.45
5.56e-15,3.65
5.88e-15,3.84
6.25e-15,4.16
6.67e-15,4.57
7.14e-15,5.1
7.69e-15,5.74
8.33e-15,6.43
9.09e-15,7.21
1e-14,8.31
1.05e-14,9.0
1.11e-14,9.77
1.18e-14,10.5
1.25e-14,11.4
1.33e-14,12.2
1.43e-14,13.2
1.54e-14,13.8
1.67e-14,14.7
1.82e-14,15.4
2e-14,16.2
2.08e-14,16.8
2.17e-14,17.0
2.27e-14,17.7
2.38e-14,18.4
2.5e-14,19.1
2.63e-14,19.5
2.78e-14,21.0
2.94e-14,22.1
3.13e-14,23.4
3.33e-14,25.7
3.57e-14,28.5
3.85e-14,31.9
4.17e-14,36.2
4.55e-14,40.9
5e-14,50.0
5.56e-14,61.2
