wavelength,TCS12
3.6000000000000005e-07,0.189
3.65e-07,0.17499999999999999
3.7e-07,0.158
3.7500000000000001e-07,0.13900000000000001
3.8000000000000001e-07,0.12
3.8500000000000002e-07,0.10299999999999998
3.9000000000000002e-07,0.089999999999999997
3.9500000000000003e-07,0.08199999999999999
4.0000000000000003e-07,0.076000000000000012
4.0500000000000004e-07,0.068000000000000019
4.1000000000000004e-07,0.064000000000000001
4.1500000000000005e-07,0.065000000000000002
4.2e-07,0.074999999999999997
4.2500000000000001e-07,0.093000000000000013
4.3000000000000001e-07,0.123
4.3500000000000002e-07,0.16
4.4000000000000002e-07,0.20699999999999999
4.4500000000000003e-07,0.25600000000000006
4.5000000000000003e-07,0.30000000000000004
4.5500000000000004e-07,0.33100000000000007
4.6000000000000004e-07,0.34600000000000003
4.6500000000000005e-07,0.34699999999999998
4.7000000000000005e-07,0.34099999999999997
4.75e-07,0.32800000000000001
4.8000000000000006e-07,0.30700000000000005
4.8500000000000002e-07,0.28200000000000003
4.9000000000000007e-07,0.25700000000000001
4.9500000000000003e-07,0.23000000000000004
5.0000000000000008e-07,0.20399999999999996
5.0500000000000004e-07,0.17799999999999999
5.0999999999999999e-07,0.154
5.1500000000000005e-07,0.129
5.2e-07,0.10899999999999999
5.2500000000000006e-07,0.089999999999999997
5.3000000000000001e-07,0.074999999999999997
5.3500000000000007e-07,0.062
5.4000000000000002e-07,0.051000000000000004
5.4500000000000008e-07,0.041000000000000002
5.5000000000000003e-07,0.03500000000000001
5.5500000000000009e-07,0.028999999999999998
5.6000000000000004e-07,0.025000000000000001
5.6499999999999999e-07,0.021999999999999999
5.7000000000000005e-07,0.019
5.75e-07,0.017000000000000001
5.8000000000000006e-07,0.017000000000000001
5.8500000000000001e-07,0.017000000000000001
5.9000000000000007e-07,0.015999999999999997
5.9500000000000002e-07,0.016
6.0000000000000008e-07,0.015999999999999997
6.0500000000000003e-07,0.016
6.1000000000000009e-07,0.016
6.1500000000000004e-07,0.016
6.1999999999999999e-07,0.016
6.2500000000000005e-07,0.016
6.3e-07,0.018000000000000002
6.3500000000000006e-07,0.017999999999999999
6.4000000000000001e-07,0.017999999999999999
6.4500000000000007e-07,0.017999999999999999
6.5000000000000002e-07,0.019
6.5500000000000008e-07,0.02
6.6000000000000003e-07,0.023
6.6500000000000009e-07,0.023999999999999997
6.7000000000000004e-07,0.025999999999999995
6.75e-07,0.029999999999999999
6.8000000000000005e-07,0.03500000000000001
6.8500000000000001e-07,0.042999999999999997
6.9000000000000006e-07,0.055999999999999994
6.9500000000000002e-07,0.07400000000000001
7.0000000000000007e-07,0.097000000000000003
7.0500000000000003e-07,0.128
7.1000000000000008e-07,0.16600000000000001
7.1500000000000004e-07,0.20999999999999999
7.2000000000000009e-07,0.25700000000000001
7.2500000000000005e-07,0.30499999999999994
7.3e-07,0.35399999999999998
7.3500000000000006e-07,0.40100000000000008
7.4000000000000001e-07,0.44600000000000001
7.4500000000000007e-07,0.48499999999999999
7.5000000000000002e-07,0.52000000000000002
7.5500000000000008e-07,0.55099999999999993
7.6000000000000003e-07,0.57700000000000007
7.6500000000000009e-07,0.59899999999999998
7.7000000000000004e-07,0.6180000000000001
7.750000000000001e-07,0.63300000000000001
7.8000000000000005e-07,0.64499999999999991
7.85e-07,0.65600000000000014
7.9000000000000006e-07,0.66600000000000015
7.9500000000000001e-07,0.67400000000000015
8.0000000000000007e-07,0.67999999999999994
8.0500000000000002e-07,0.68600000000000005
8.1000000000000008e-07,0.69099999999999984
8.1500000000000003e-07,0.69399999999999995
8.2000000000000009e-07,0.69699999999999984
8.2500000000000004e-07,0.69999999999999984
8.300000000000001e-07,0.70199999999999996
