wavelength,TCS14
3.6000000000000005e-07,0.035999999999999997
3.65e-07,0.035999999999999997
3.7e-07,0.036000000000000004
3.7500000000000001e-07,0.036000000000000004
3.8000000000000001e-07,0.035999999999999997
3.8500000000000002e-07,0.03599999999999999
3.9000000000000002e-07,0.037000000000000005
3.9500000000000003e-07,0.037999999999999992
4.0000000000000003e-07,0.039000000000000007
4.0500000000000004e-07,0.038999999999999993
4.1000000000000004e-07,0.040000000000000001
4.1500000000000005e-07,0.041000000000000009
4.2e-07,0.04200000000000001
4.2500000000000001e-07,0.042000000000000003
4.3000000000000001e-07,0.043000000000000003
4.3500000000000002e-07,0.044000000000000004
4.4000000000000002e-07,0.043999999999999997
4.4500000000000003e-07,0.045000000000000005
4.5000000000000003e-07,0.045000000000000005
4.5500000000000004e-07,0.046000000000000006
4.6000000000000004e-07,0.047
4.6500000000000005e-07,0.047999999999999994
4.7000000000000005e-07,0.050000000000000003
4.75e-07,0.051999999999999998
4.8000000000000006e-07,0.055000000000000007
4.8500000000000002e-07,0.057000000000000009
4.9000000000000007e-07,0.062
4.9500000000000003e-07,0.067000000000000018
5.0000000000000008e-07,0.074999999999999983
5.0500000000000004e-07,0.083000000000000004
5.0999999999999999e-07,0.092000000000000012
5.1500000000000005e-07,0.10000000000000001
5.2e-07,0.108
5.2500000000000006e-07,0.121
5.3000000000000001e-07,0.13300000000000003
5.3500000000000007e-07,0.14199999999999996
5.4000000000000002e-07,0.14999999999999999
5.4500000000000008e-07,0.154
5.5000000000000003e-07,0.15500000000000003
5.5500000000000009e-07,0.15200000000000002
5.6000000000000004e-07,0.14699999999999996
5.6499999999999999e-07,0.14000000000000001
5.7000000000000005e-07,0.13300000000000001
5.75e-07,0.125
5.8000000000000006e-07,0.11799999999999998
5.8500000000000001e-07,0.112
5.9000000000000007e-07,0.10599999999999998
5.9500000000000002e-07,0.10100000000000001
6.0000000000000008e-07,0.09799999999999999
6.0500000000000003e-07,0.095000000000000015
6.1000000000000009e-07,0.093000000000000013
6.1500000000000004e-07,0.089999999999999997
6.1999999999999999e-07,0.08900000000000001
6.2500000000000005e-07,0.087000000000000008
6.3e-07,0.086000000000000007
6.3500000000000006e-07,0.085000000000000006
6.4000000000000001e-07,0.084000000000000019
6.4500000000000007e-07,0.084000000000000005
6.5000000000000002e-07,0.084000000000000019
6.5500000000000008e-07,0.084000000000000005
6.6000000000000003e-07,0.084999999999999992
6.6500000000000009e-07,0.08699999999999998
6.7000000000000004e-07,0.091999999999999998
6.75e-07,0.096000000000000002
6.8000000000000005e-07,0.10200000000000001
6.8500000000000001e-07,0.11000000000000001
6.9000000000000006e-07,0.12299999999999998
6.9500000000000002e-07,0.13699999999999998
7.0000000000000007e-07,0.152
7.0500000000000003e-07,0.16900000000000004
7.1000000000000008e-07,0.188
7.1500000000000004e-07,0.20700000000000002
7.2000000000000009e-07,0.22600000000000001
7.2500000000000005e-07,0.24299999999999999
7.3e-07,0.26000000000000001
7.3500000000000006e-07,0.27700000000000002
7.4000000000000001e-07,0.29399999999999998
7.4500000000000007e-07,0.31000000000000005
7.5000000000000002e-07,0.32500000000000007
7.5500000000000008e-07,0.33900000000000002
7.6000000000000003e-07,0.35299999999999998
7.6500000000000009e-07,0.36599999999999994
7.7000000000000004e-07,0.379
7.750000000000001e-07,0.39000000000000001
7.8000000000000005e-07,0.39900000000000002
7.85e-07,0.40799999999999997
7.9000000000000006e-07,0.41600000000000004
7.9500000000000001e-07,0.42199999999999993
8.0000000000000007e-07,0.42799999999999994
8.0500000000000002e-07,0.43400000000000005
8.1000000000000008e-07,0.43899999999999995
8.1500000000000003e-07,0.44400000000000001
8.2000000000000009e-07,0.44799999999999995
8.2500000000000004e-07,0.45100000000000007
8.300000000000001e-07,0.45400000000000001
