wavelength,k
1.88e-07,1.59
1.92e-07,1.63
1.95e-07,1.67
1.99e-07,1.71
2.03e-07,1.75
2.07e-07,1.78
2.12e-07,1.82
2.16e-07,1.84
2.21e-07,1.85
2.26e-07,1.86
2.31e-07,1.87
2.37e-07,1.89
2.43e-07,1.91
2.49e-07,1.93
2.55e-07,1.97
2.62e-07,2.01
2.69e-07,2.04
2.76e-07,2.09
2.84e-07,2.14
2.92e-07,2.19
3.01e-07,2.25
3.11e-07,2.31
3.2e-07,2.37
3.32e-07,2.44
3.42e-07,2.52
3.54e-07,2.61
3.68e-07,2.71
3.81e-07,2.82
3.97e-07,2.93
4.13e-07,3.05
4.31e-07,3.17
4.51e-07,3.28
4.71e-07,3.41
4.96e-07,3.55
5.21e-07,3.68
5.49e-07,3.82
5.82e-07,3.96
6.17e-07,4.11
6.59e-07,4.27
7.04e-07,4.45
7.56e-07,4.64
8.21e-07,4.88
8.92e-07,5.16
9.84e-07,5.5
1.088e-06,5.88
1.216e-06,6.31
1.393e-06,6.77
1.61e-06,7.26
1.937e-06,7.79
