wavelength,z_bar
5.96e-07,0.00096864
5.97e-07,0.00092992
5.98e-07,0.00088688
5.99e-07,0.00084256
6e-07,0.0008
6.01e-07,0.00076096
6.02e-07,0.00072368
6.03e-07,0.00068592
6.04e-07,0.00064544
6.05e-07,0.0006
6.06e-07,0.0005478667
6.07e-07,0.0004916
6.08e-07,0.0004354
6.09e-07,0.0003834667
6.1e-07,0.00034
6.11e-07,0.0003072533
6.12e-07,0.00028316
6.13e-07,0.00026544
6.14e-07,0.0002518133
6.15e-07,0.00024
6.16e-07,0.0002295467
6.17e-07,0.00022064
6.18e-07,0.00021196
6.19e-07,0.0002021867
6.2e-07,0.00019
6.21e-07,0.0001742133
6.22e-07,0.00015564
6.23e-07,0.00013596
6.24e-07,0.0001168533
6.25e-07,0.0001
6.26e-07,8.613333e-05
6.27e-07,7.46e-05
6.28e-07,6.5e-05
6.29e-07,5.693333e-05
6.3e-07,4.999999e-05
6.31e-07,4.416e-05
6.32e-07,3.948e-05
6.33e-07,3.572e-05
6.34e-07,3.264e-05
6.35e-07,3e-05
6.36e-07,2.765333e-05
6.37e-07,2.556e-05
6.38e-07,2.364e-05
6.39e-07,2.181333e-05
6.4e-07,2e-05
6.41e-07,1.813333e-05
6.42e-07,1.62e-05
6.43e-07,1.42e-05
6.44e-07,1.213333e-05
6.45e-07,1e-05
6.46e-07,7.733333e-06
6.47e-07,5.4e-06
6.48e-07,3.2e-06
6.49e-07,1.333333e-06
6.5e-07,1.65436122511e-23
6.51e-07,0.0
6.52e-07,0.0
6.53e-07,-1.03397576569e-25
6.54e-07,-1.68021061925e-25
6.55e-07,1.29246970711e-26
6.56e-07,-6.46234853557e-27
6.57e-07,-6.66429692731e-27
6.58e-07,-7.06819371078e-28
6.59e-07,0.0
6.6e-07,-4.41762106924e-29
6.61e-07,4.73316543133e-30
6.62e-07,3.15544362088e-30
6.63e-07,-7.88860905221e-31
6.64e-07,-5.17689969051e-31
6.65e-07,1.10933564797e-31
6.66e-07,3.08148791102e-32
6.67e-07,5.00741785541e-33
6.68e-07,-5.77778983316e-34
6.69e-07,4.81482486097e-34
6.7e-07,1.20370621524e-35
6.71e-07,-1.20370621524e-35
6.72e-07,3.00926553811e-36
6.73e-07,-1.88079096132e-37
6.74e-07,-3.2913841823e-37
6.75e-07,2.35098870164e-38
6.76e-07,2.05711511394e-38
6.77e-07,3.67341984632e-39
6.78e-07,-4.04076183095e-39
6.79e-07,1.05610820582e-39
6.8e-07,1.83670992316e-40
6.81e-07,-3.44383110592e-41
6.82e-07,-1.43492962747e-42
6.83e-07,-7.17464813734e-43
6.84e-07,-1.0761972206e-42
6.85e-07,4.93257059442e-43
6.86e-07,-5.6051938573e-45
6.87e-07,2.52233723578e-44
6.88e-07,1.40129846432e-45
6.89e-07,3.50324616081e-46
6.9e-07,3.94115193091e-46
6.91e-07,-2.18952885051e-47
6.92e-07,-2.73691106313e-47
6.93e-07,1.50530108472e-47
6.94e-07,2.05268329735e-48
6.95e-07,-2.9934964753e-49
6.96e-07,-2.8865858869e-49
6.97e-07,-4.27642353615e-50
6.98e-07,0.0
6.99e-07,-1.16933456067e-51
7e-07,-1.00228676628e-51
7.01e-07,-4.17619485952e-53
7.02e-07,0.0
7.03e-07,-1.3050608936e-54
7.04e-07,3.262652234e-54
7.05e-07,-1.71289242285e-54
7.06e-07,4.0783152925e-56
7.07e-07,6.62726235031e-56
7.08e-07,2.6763944107e-56
7.09e-07,1.27447352891e-57
7.1e-07,6.37236764453e-58
7.11e-07,4.38100275561e-58
7.12e-07,4.97841222229e-59
7.13e-07,4.72949161117e-59
7.14e-07,0.0
7.15e-07,-1.55575381947e-61
7.16e-07,1.1668153646e-61
7.17e-07,2.9170384115e-62
7.18e-07,2.43086534291e-63
7.19e-07,1.3369759386e-62
7.2e-07,0.0
7.21e-07,1.51929083932e-64
7.22e-07,3.03858167864e-64
7.23e-07,9.02078935847e-65
7.24e-07,-2.01780814597e-65
7.25e-07,8.90209476165e-67
7.26e-07,1.40949833726e-66
7.27e-07,2.59644430548e-67
7.28e-07,-1.06639676832e-67
7.29e-07,-1.97051576755e-68
7.3e-07,0.0
7.31e-07,-1.44890865261e-70
7.32e-07,-3.62227163153e-71
7.33e-07,-2.71670372365e-71
7.34e-07,6.79175930912e-72
7.35e-07,0.0
7.36e-07,0.0
7.37e-07,3.89111210418e-73
7.38e-07,3.53737464017e-74
7.39e-07,1.76868732008e-74
7.4e-07,2.2108591501e-75
7.41e-07,4.42171830021e-75
7.42e-07,3.45446742204e-76
7.43e-07,1.72723371102e-77
7.44e-07,-8.63616855509e-78
7.45e-07,-1.51132949714e-77
7.46e-07,4.85784481224e-78
7.47e-07,-1.34940133673e-78
7.48e-07,0.0
7.49e-07,-3.37350334183e-80
7.5e-07,-1.05421979432e-80
7.51e-07,5.27109897162e-81
7.52e-07,1.71310716577e-81
7.53e-07,2.96499317153e-82
7.54e-07,-4.11804607157e-83
7.55e-07,4.11804607157e-83
7.56e-07,1.956071884e-83
7.57e-07,-1.28688939737e-85
7.58e-07,0.0
7.59e-07,-6.43444698684e-86
7.6e-07,6.03229405016e-86
7.61e-07,-3.01614702508e-87
7.62e-07,-4.77556612304e-87
7.63e-07,3.14181981779e-88
7.64e-07,-3.14181981779e-89
7.65e-07,1.5709099089e-89
7.66e-07,-5.89091215836e-90
7.67e-07,-1.47272803959e-90
7.68e-07,-6.13636683162e-91
7.69e-07,1.84091004949e-91
7.7e-07,3.06818341581e-92
7.71e-07,-1.53409170791e-92
7.72e-07,-3.83522926976e-93
7.73e-07,3.5955274404e-94
7.74e-07,2.6966455803e-94
7.75e-07,1.4981364335e-95
7.76e-07,-2.24720465025e-95
7.77e-07,-3.74534108375e-96
7.78e-07,2.34083817735e-96
7.79e-07,5.85209544337e-98
7.8e-07,-4.38907158252e-98
7.81e-07,-3.29180368689e-98
7.82e-07,0.0
7.83e-07,-1.14298739128e-99
7.84e-07,6.28643065205e-100
7.85e-07,5.71493695641e-101
7.86e-07,-7.50085475529e-101
7.87e-07,-1.51803012905e-101
7.88e-07,0.0
7.89e-07,3.3485958729e-103
7.9e-07,1.1161986243e-103
7.91e-07,-2.09287242056e-104
7.92e-07,-8.72030175234e-105
7.93e-07,0.0
7.94e-07,3.27011315713e-106
7.95e-07,5.72269802497e-106
7.96e-07,-8.85655646722e-107
7.97e-07,6.81273574401e-108
7.98e-07,-2.98057188801e-108
7.99e-07,6.38693976001e-109
8e-07,-3.19346988001e-109
8.01e-07,-1.59673494e-109
8.02e-07,3.65918423751e-110
8.03e-07,-5.82142946876e-111
8.04e-07,-4.15816390626e-111
8.05e-07,5.19770488282e-113
8.06e-07,-1.55931146485e-112
8.07e-07,4.54799177247e-113
8.08e-07,-8.12141387941e-115
8.09e-07,-4.06070693971e-115
8.1e-07,-1.11669440842e-114
8.11e-07,2.53794183732e-116
8.12e-07,0.0
8.13e-07,-4.75864094497e-117
8.14e-07,2.37932047248e-117
8.15e-07,-2.28018211946e-117
8.16e-07,0.0
8.17e-07,7.43537647651e-119
8.18e-07,-1.23922941275e-119
8.19e-07,-3.87259191485e-121
8.2e-07,-3.87259191485e-121
8.21e-07,-4.84073989356e-122
8.22e-07,-9.68147978712e-122
8.23e-07,-1.21018497339e-122
8.24e-07,-4.53819365021e-123
8.25e-07,3.78182804185e-124
8.26e-07,7.09092757846e-124
8.27e-07,4.49092079969e-124
8.28e-07,1.77273189461e-124
8.29e-07,-4.72728505231e-125
8.3e-07,0.0
